cntry,asn,Frequency
RU,9177,196
RU,9206,64
RW,21174,920
RW,36890,1386
RW,36934,492
RW,37006,676
RW,37124,195
RW,37228,425
SA,12653,27
SA,24731,2378
SA,25019,238410
SA,25233,21781
SA,25438,1850
SA,28938,1117
SA,29255,298
SA,29684,1999
SA,29690,171
SA,31416,62
SA,34397,3675
SA,34400,25156
SA,34426,4030
SA,35388,96
SA,35753,1635
SA,35819,47947
SA,39228,320
SA,39386_65280,917
SA,39432,7
SA,39919,40
SA,41132,4
SA,41176,5483
SA,41472,262
SA,41739,40
SA,41810,1549
SA,42428,647
SA,42769,95
SA,42838,299
SA,42943,215
SA,43373,32
SA,43706,410
SA,43766,1051
SA,43775,133
SA,47794,4613
SA,5080,24
SA,50880,939
SA,50999,31
SA,8895,372
SC,12491,56
SC,22351,9
SD,15706,11476
SD,33788,1183
SD,36998,5410
SD,37197,45
SD,37211,296
SD,8513,20
SE,12552,43
SE,1257,447
SE,1299,16
SE,13063,37
SE,13189,147
SE,16117,8
SE,16265,19
SE,16345,9
SE,1653,4
SE,21052,3
SE,2119,889
SE,21250,65
SE,25169,15
SE,25176,102
SE,25417,6
SE,28854,1
SE,28908,36
SE,29518,506
SE,31507,70
SE,31644,7
SE,3292,142
SE,3301,2148
SE,35100,34
SE,35445,25
SE,39651,2049
SE,41775,14
SE,42708,4
SE,44034,410
SE,44581,45
SE,44769,54
SE,47155,138
SE,7473,59
SE,8473,232
SG,10024,98
SG,10091,2649
SG,10102,4
SG,17547,112
SG,17927,11
SG,18106,40
SG,24075,83
SG,28723,35
SG,29791,21
SG,3758,939
SG,38895,3
SG,45143,115
SG,45227,70
SG,4628,372
SG,4657,41
SG,4759,1
SG,4773,1065
SG,7472,582
SG,7473,12
SG,7700,555
SG,9419,1
SG,9506,6322
SG,9731,131
SG,9827,1
SG,9874,894
SG,9911,19
SI,12644,299
SI,12778,89
SI,16016,191
SI,2107,41
SI,21283,52
SI,24728,38
SI,29276,293
SI,3.233,158
SI,3.238,23
SI,3212,17
SI,34779,1696
SI,35471,11
SI,42613,94
SI,5603,1544
SI,8307,33
SI,8591,144
SI,9119,81
SK,12301,87
SK,15962,895
SK,16160,128
SK,16295,10
SK,20581,17
SK,21019,6
SK,25496,506
SK,2607,66
SK,28725,24
SK,29208,163
SK,29278,58
SK,29405,3
SK,31117,77
SK,31679,58
SK,34820,71
SK,35328,22
SK,39574,64
SK,42841,20
SK,44234,172
SK,44631,33
SK,48326,5
SK,50242,16
SK,51653,82
SK,5578,543
SK,5610,9
SK,5628,122
SK,6830,103
SK,6855,2276
SL,16422,9
SL,25320,4
SL,25395,3
SL,27822,92
SL,36928,396
SL,37164,126
SL,6866,13
SL,8513,41
SN,8346,16514
SO,25320,6
SO,27822,2
SO,30990,1287
SO,5377,222
SR,16422,10
SR,27775,27
ST,8657,280
SV,12127,348
SV,13682,27
SV,16422,347
SV,16592,2
SV,16906,20
SV,17079,6
SV,20299,11
SV,22364,42
SV,22833,2065
SV,26617,11
SV,27708,25
SV,27773,1786
SV,27903,15
SZ,19711,522
SZ,32398,1
SZ,6453,138
TD,22351,34
TD,5511,4
TD,8841,33
TG,30982,439
TH,17425,7
TH,17479,545
TH,17552,225786
TH,17565,1472
TH,17827,2
TH,18252,32081
TH,18356,99
TH,2.17,7435
TH,2.18,16571
TH,23656,71
TH,23685,747
TH,23884,44
TH,23919,382
TH,23927,29
TH,23974,35595
TH,24187,67
TH,24214,189
TH,24344,32
TH,24378,11336
TH,35908,1
TH,37932,586
TH,37992,138
TH,38265,183
TH,3839,570
TH,38444,14879
TH,38450,132
TH,38566,235
TH,38794,634
TH,38888,8
TH,4274,3
TH,45142,485
TH,45328,366
TH,45441,131
TH,45455,10
TH,45575,506
TH,45629,106709
TH,45758_38550_45629,24532
TH,45758_45626_45629,818
TH,45758_45629,142930
TH,45758_45629_24326,168807
TH,45758_45629_38550,54310
TH,45758_45629_38550_45626,1140
TH,45758_45629_45626,6994
TH,45847,22
TH,45860,6
TH,46074,38
TH,4618,142
TH,4621,2539
TH,4741,242
TH,4750,3461
TH,4765,996
TH,4776,446
TH,55465,55
TH,55490,410
TH,55867,95
TH,7470,5334
TH,7613,4
TH,7616,972
TH,7654,1001
TH,7693,1331
TH,9411,934
TH,9413,10
TH,9464,813
TH,9486,316
TH,9533,232
TH,9546,1547
TH,9551,169
TH,9737,338981
TH,9741,319
TH,9835,98
TH,9891,158
TH,9903,2
TH,9931,7977
TJ,24722,1099
TJ,28910,64
TJ,34557,892
TJ,42713,150
TJ,43030,162
TJ,43197,929
TJ,44027,1853
TJ,48887,102
TJ,49472,118
TJ,8847,344
TM,20661,611
TM,3.51,41
TN,22351,1238
TN,2609,21330
TO,4648,2
TR,12444,794
TR,12599,3
TR,12735,10654
TR,12861,63
TR,12978,62582
TR,13102,8
TR,13263,15
TR,15390,14
TR,15464,533
TR,15755,82
TR,15843,285
TR,15897,10704
TR,15924,711
TR,16135,16311
TR,1967,18
TR,20978,4535
TR,24922,80
TR,25145,163
TR,28753,8
TR,29179,913
TR,31365,3
TR,34104,1013
TR,34296,19321
TR,34388,2
TR,34619,2
TR,34984,36540
TR,39185,1
TR,39298,84
TR,39582,218
TR,40970,974
TR,41296,9
TR,42147,242
TR,42910,190
TR,42926,615
TR,43242,888
TR,43260,26
TR,43356,10
TR,43356_65500,102
TR,43391,95
TR,44558,1523
TR,44565,58
TR,47123,169
TR,47331,179
TR,47524,24988
TR,47883,899
TR,48953,107
TR,49632,16
TR,49840,535
TR,49887,1
TR,51540,145
TR,51559,113
TR,8386,28449
TR,8456,19
TR,8466,206
TR,8505,27
TR,8517,5420
TR,8678,183
TR,8685,30
TR,9021,218
TR,9095,201
TR,9121,1786400
TR,9751,11
TT,27665,328
TT,27789,74
TT,27800,3
TT,5639,587
TW,10026,28
TW,1659,204
TW,17421,402
TW,17716,1
TW,17809,431
TW,18042,475
TW,18049,399
TW,18182,847
TW,18429,208
TW,24157,83
TW,24158,1054
TW,24163,439
TW,24164,313
TW,24165,286
TW,3462,53693
TW,3462_9680,1003
TW,38842,5
TW,4780,7081
TW,7482,303
TW,9415,346
TW,9416,2232
TW,9674,1151
TW,9676,39
TW,9680_3462,6128
TW,9680_4782,2
TW,9919,951
TW,9924,3786
TZ,12143,170
TZ,12491,5
TZ,16422,15
TZ,22351,69
TZ,29039,80
TZ,31810,25
TZ,32860,112
TZ,33765,1682
TZ,33770,341
TZ,33772,181
TZ,36892,4
TZ,36908,681
TZ,36909,252
TZ,36930,440
TZ,36965,298
TZ,37013,9
TZ,37035,4
TZ,37084,360
TZ,37101,67
TZ,37120,23
TZ,37126,81
TZ,37133,212
TZ,37142,178
TZ,37143,11
TZ,37149,3
TZ,37213,8
TZ,5713,4
TZ,6453,135
TZ,8928,86
UA,12301,1637
UA,12403,1495
UA,12408,209
UA,12438,1220
UA,12507,818
UA,12530,14847
UA,12545,1
UA,12593,56
UA,12687,442
UA,12700,340
UA,12742,133
UA,12773,176
UA,12792,54
UA,12803,69
UA,12872,1257
UA,12883,1427
UA,12963,228
UA,12998,88
UA,13032,135
UA,13103,555
UA,13106,201
UA,13107,194
UA,13121,175
UA,13151,167
UA,13188,7517
UA,13249,618
UA,13252,73
UA,13307,259
UA,15377,3526
UA,15461,391
UA,15595,714
UA,15596,49
UA,15626,33
UA,15683,180
UA,15713,565
UA,15738,1636
UA,15742,444
UA,15772,502
UA,15785,36
UA,15895,25519
UA,15929,46
UA,15936,95
UA,16007,3
UA,16047,1401
UA,16066,58
UA,16181,46
UA,16223,1718
UA,16327,104
UA,16329,17
UA,20539,2098
UA,20590,1523
UA,20714,218
UA,20754,80
UA,20796,236
UA,20873,48
UA,20934,355
UA,20950,105
UA,21011,276
UA,21075,1971
UA,21131,43
UA,21151,1354
UA,21189,77
UA,21219,4676
UA,21228,288
UA,21256,290
UA,21261,451
UA,21281,129
UA,21310,1744
UA,21312,81
UA,21354,82
UA,21390,16
UA,21437,89
UA,21497,9080
UA,24579,11
UA,24593,31
UA,24697,613
UA,24710,393
UA,24872,396
UA,24881,1094
UA,24893,235
UA,24896,264
UA,24932,121
UA,24945,1328
UA,24962,84
UA,24986,2
UA,24999,175
UA,25000,4
UA,25071,240
UA,25082,253
UA,25118,280
UA,25119,33
UA,25132,369
UA,25133,4063
UA,25143,52
UA,25155,47
UA,25183,22
UA,25203,2
UA,25210,1
UA,25216,1
UA,25226,209
UA,25229,6663
UA,25256,83
UA,25282,35
UA,25299,771
UA,25315,13
UA,25385,700
UA,25386,286
UA,25403,171
UA,25498,51
UA,25500,469
UA,25503,104
UA,25505,136
UA,25514,74
UA,25521,1102
UA,25526,12
UA,25553,373
UA,28761,230
UA,28773,5
UA,28825,588
UA,28858,56
UA,28858_48923,56
UA,28926,1139
UA,28994,226
UA,28996,34
UA,29031,343
UA,29044,59
UA,29062,15
UA,29074,87
UA,29107,1193
UA,29128,138
UA,29187,58
UA,29213,1
UA,29370,633
UA,29382,1
UA,29436,335
UA,29442,5
UA,29443,11
UA,29491,70
UA,29511,89
UA,29534,3
UA,29573,616
UA,29576,329
UA,29579,59
UA,29618,14
UA,29632,28
UA,29685,628
UA,29688,668
UA,3.132,562
UA,3.15,13
UA,3.159,240
UA,3.169,76
UA,3.2,191
UA,3.21,392
UA,3.221,751
UA,3.243,97
UA,3.298_655.23592,44
UA,3.3,963
UA,3.316,45
UA,3.345,618
UA,3.349,152
UA,3.369,131
UA,3.393,5
UA,3.394,336
UA,3.407,267
UA,3.42,2
UA,3.427,2
UA,3.446,424
UA,3.45,216
UA,3.465,320
UA,3.502,85
UA,3.517,124
UA,3.521,530
UA,3.523,370
UA,3.536,45
UA,3.544,74
UA,3.55,945
UA,3.551,276
UA,3.563,184
UA,3.564,160
UA,3.57,151
UA,3.584,10
UA,3.61,53
UA,3.643,191
UA,3.646,124
UA,3.67,34
UA,3.679,121
UA,3.719,27
UA,3.727,171
UA,3.73,30
UA,3.74,360
UA,3.756,232
UA,3.84,35
UA,3.846,285
UA,3.873,37
UA,3.97,722
UA,30779,1789
UA,30792,174
UA,30822,532
UA,30849,17
UA,30861,144
UA,30886,1166
UA,30954,23
UA,30955,664
UA,31000,115
UA,31044,1
UA,31062,32
UA,31113,482
UA,31145,6
UA,31148,2074
UA,31149,256
UA,31234,121
UA,31272,5152
UA,31305,1426
UA,31343,15899
UA,31360,11
UA,31475,174
UA,31504,160
UA,31531,417
UA,31556,63
UA,31583,228
UA,31593,146
UA,31633,470
UA,31664,112
UA,31685,196
UA,31725,837
UA,3254,40
UA,3255,14000
UA,3261,3008
UA,3319,44
UA,33978,152
UA,33997,1036
UA,34016,84
UA,34044,376
UA,34047,530
UA,34056,707
UA,34058,3556
UA,34065,720
UA,34092,300
UA,34118,10
UA,34143,760
UA,34180,190
UA,34187,1270
UA,34190,6
UA,34204,1044
UA,34248,425
UA,34251,74
UA,34259,29
UA,34280,192
UA,34346,5
UA,34348,189
UA,34355,335
UA,34359,756
UA,34570,24
UA,34605,163
UA,34661,1219
UA,34672,3
UA,34700,1470
UA,34715,554
UA,34743,322
UA,34786,52
UA,34814,976
UA,34865,199
UA,34867,44
UA,34990,22
UA,35004,1722
UA,35067,999
UA,35123,163
UA,35127,173
UA,35213,114
UA,35221,152
UA,35233,1093
UA,35245,30
UA,35268,366
UA,35297,676
UA,35320,4105
UA,35352,2
UA,35362,630
UA,35365,76
UA,35409,27
UA,35442,17
UA,35530,163
UA,35533,453
UA,35562,76
UA,35588,24
UA,35602,164
UA,35614,559
UA,35649,99
UA,35680,1507
UA,35688,234
UA,35714,278
UA,35731,135
UA,35737,616
UA,35757,1938
UA,35804,1310
UA,35816,1697
UA,38962,1075
UA,39027,163
UA,39043,64
UA,39047,2074
UA,39049,212
UA,39056,299
UA,39065,405
UA,39084,39
UA,39128,98
UA,39199,36
UA,39222,264
UA,39230,10
UA,39247,529
UA,39248,578
UA,39297,237
UA,39300,13
UA,39348,7
UA,39362,302
UA,39399,656
UA,39422,35
UA,39431,224
UA,39445,312
UA,39512,1063
UA,39528,25
UA,39529,1038
UA,39536,3035
UA,39546,100
UA,39558,100
UA,39608,969
UA,39622,169
UA,39685,132
UA,39693,236
UA,39728,1888
UA,39742,8
UA,39762,156
UA,39772,51
UA,39822,373
UA,39862,126
UA,39908,5
UA,39924,68
UA,40978,8
UA,40991,74
UA,41009,2
UA,41081,38
UA,41084,319
UA,41096,218
UA,41161,281
UA,41165,17
UA,41232,1277
UA,41305,95
UA,41360,519
UA,41422,600
UA,41435,407
UA,41513,82
UA,41588,8
UA,41600,93
UA,41631,260
UA,41709,985
UA,41761,27
UA,41762,114
UA,41820,1514
UA,41871,568
UA,41876,50
UA,41914,67
UA,41967,217
UA,41972,28
UA,42051,253
UA,42095,19
UA,42238,250
UA,42239,703
UA,42335,2023
UA,42336,5528
UA,42372,25
UA,42381,15
UA,42396,8745
UA,42430,397
UA,42441,119
UA,42469,115
UA,42471,333
UA,42501,300
UA,42504,819
UA,42510,70
UA,42512,23
UA,42556,31
UA,42590,797
UA,42641,31
UA,42714,644
UA,42723,1269
UA,42727,811
UA,42798,19
UA,42799,75
UA,42833,4369
UA,42883,133
UA,42896,748
UA,42904,37
UA,42906,38
UA,42959,36
UA,42975,208
UA,43010,734
UA,43011,3520
UA,43022,627
UA,43032,8
UA,43067,670
UA,43103,206
UA,43124,133
UA,43131,158
UA,43137,2
UA,43139,398
UA,43175,116
UA,43206,92
UA,43258,178
UA,43261,39
UA,43266,4162
UA,43310,121
UA,43320,46
UA,43384,161
UA,43400,196
UA,43418,43
UA,43526,208
UA,43553,13
UA,43554,1104
UA,43586,469
UA,43633,111
UA,43634,8
UA,43656,530
UA,43658,77
UA,43668,73
UA,43743,33
UA,43748,22
UA,43764,76
UA,43774,70
UA,43786,836
UA,43802,679
UA,43815,5
UA,43819,74
UA,43822,281
UA,43918,231
UA,43936,661
UA,43967,86
UA,43998,102
UA,44007,567
UA,44032,99
UA,44171,376
UA,44255,62
UA,44291,130
UA,44318,339
UA,44341,20
UA,44344,4
UA,44352,120
UA,44383,431
UA,44387,121
UA,44411,1
UA,44416,46
UA,44482,337
UA,44487,97
UA,44495,28
UA,44533,22
UA,44600,54
UA,44629,594
UA,44664,77
UA,44668,222
UA,44686,100
UA,44695,236
UA,44722,32
UA,44728,298
UA,44771,92
UA,44784,31
UA,44798,202
UA,44800,406
UA,44827,250
UA,44837,71
UA,44884,135
UA,44892,394
UA,44894,1042
UA,44897,107
UA,44921,22
UA,44924,674
UA,44932,16
UA,44952,9
UA,45025,1560
UA,45043,1301
UA,45044,205
UA,47145,29
UA,47245,17
UA,47283,326
UA,47349,77
UA,47359,447
UA,47361,108
UA,47475,335
UA,47513,134
UA,47517,314
UA,47526,68
UA,47598,619
UA,47638,73
UA,47678,23
UA,47694,981
UA,47702,1816
UA,47705,10
UA,47707,327
UA,47725,150
UA,47799,1
UA,47800,392
UA,47801,48
UA,47809,424
UA,47889,39
UA,47898,41
UA,47939,123
UA,47984,802
UA,48004,197
UA,48006,674
UA,48019,56
UA,48045,599
UA,48081,113
UA,48082,58
UA,48084,136
UA,48094,602
UA,48106,115
UA,48116,608
UA,48117,150
UA,48169,177
UA,48188,150
UA,48195,170
UA,48196,336
UA,48198,67
UA,48230,32
UA,48239,722
UA,48272,872
UA,48278,81
UA,48279,22
UA,48317,146
UA,48323,987
UA,48346,41
UA,48411,376
UA,48420,64
UA,48437,519
UA,48438,233
UA,48471,40
UA,48533,45
UA,48589,239
UA,48595,60
UA,48641,31
UA,48648,48
UA,48650,6
UA,48664,73
UA,48674,28
UA,48683,126
UA,48692,36
UA,48696,16
UA,48730,394
UA,48777,8
UA,48880,130
UA,48882,344
UA,48892,14
UA,48897,280
UA,48915,78
UA,48919,446
UA,48924,70
UA,48957,2406
UA,48964,397
UA,49022,84
UA,49029,33
UA,49125,1953
UA,49131,196
UA,49183,2249
UA,49204,185
UA,49223,2645
UA,49306,3
UA,49326,968
UA,49327,30
UA,49332,152
UA,49389,136
UA,49417,2
UA,49444,303
UA,49461,479
UA,49465,173
UA,49480,338
UA,49491,650
UA,49559,858
UA,49588,311
UA,49617,168
UA,49620,2
UA,49706,480
UA,49757,112
UA,49817,481
UA,49824,129
UA,49827,330
UA,49860,122
UA,49883,53
UA,49889,120
UA,49908,16
UA,49984,1163
UA,50004,992
UA,50015,55
UA,50016,54
UA,50027,705
UA,50049,624
UA,50052,68
UA,50074,208
UA,50106,317
UA,50115,281
UA,50130,74
UA,50161,886
UA,50204,207
UA,50211,80
UA,50281,113
UA,50288,48
UA,50297,312
UA,50305,120
UA,50310,32
UA,50354,11
UA,50362,197
UA,50373,148
UA,50380,491
UA,50392,162
UA,50395,70
UA,50401,34
UA,50459,1743
UA,50487,14
UA,50548,21
UA,50574,278
UA,50576,293
UA,50579,79
UA,50594,21
UA,50633,193
UA,50643,827
UA,50648,126
UA,50649,657
UA,50662,172
UA,50730,76
UA,50751,8
UA,50780,163
UA,50788,9
UA,50808,4
UA,50843,4
UA,50949,437
UA,50956,25
UA,51069,643
UA,51121,53
UA,51180,93
UA,51194,346
UA,51197,104
UA,51214,256
UA,51216,258
UA,51279,224
UA,51306,219
UA,51315,157
UA,51380,126
UA,51511,177
UA,51522,72
UA,51534,447
UA,51591,150
UA,51597,97
UA,51622,147
UA,51725,29
UA,51738,35
UA,51784,479
UA,51805,5
UA,51866,147
UA,51874,283
UA,51917,28
UA,51930,66
UA,51943,63
UA,51963,75
UA,51972,329
UA,51993,150
UA,52003,54
UA,52049,8
UA,52065,14
UA,52074,68
UA,52131,29
UA,52213,28
UA,5593,115
UA,5598,163
UA,56321,45
UA,56347,400
UA,6702,729
UA,6703,9164
UA,6712,625
UA,6768,157
UA,6789,2095
UA,6807,413
UA,6846,1243
UA,6849,110729
UA,6876,3245
UA,6877,12604
UA,6886,938
UA,8207,36
UA,8258,5
UA,8343,2091
UA,8359,291
UA,8647,553
UA,8654,83
UA,8779,900
UA,8788,381
UA,8813,985
UA,9131,23
UA,9164,34
UA,9202,50
UA,9205,928
UA,9213,148
UG,16637,1889
UG,21491,7016
UG,29032,212
UG,36977,300
UG,36991,1067
UG,36997,306
UG,37048,306
UG,37075,28
UG,37113,522
UG,37115,299
UG,8513,1
US,10274,76
US,10297,1331
US,10299,1
US,10316,135
US,10352,27
US,10423,2
US,10430,2
US,10434,103
US,10455,1
US,10507,1002
US,10508,2
US,10689,121
US,10796,347
US,10823,167
US,10838,125
US,10933,65
US,10967,2
US,10970,823
US,11013,136
US,11039,8
US,11060,329
US,11067,154
US,11078,2
US,11094,9
US,11168,6
US,11232,152
US,11272,30
US,11280,38
US,11300,1
US,11325,9
US,11351,1052
US,11370,118
US,11398,7
US,11426,928
US,11427,1754
US,11433,3
US,11456,574
US,11486,417
US,11492,832
US,11506,10
US,11530,1
US,11534,139
US,11606,147
US,11607,14
US,11686,90
US,11788,2
US,11796,13
US,11809,5
US,11841,2
US,11870,2
US,11955,499
US,11976,19
US,11979,105
US,11992,27
US,12013,55
US,12015,2
US,12035,50
US,12083,105
US,12097,63
US,12156,351
US,12173,231
US,12177,23
US,12180,21
US,12208,1
US,12257,950
US,12262,6
US,12271,3661
US,1239,918
US,12440,340
US,12491,184
US,12653,749
US,13126,47
US,13367,1344
US,13368,1
US,13392,128
US,13407,179
US,13432,959
US,13490,88
US,13548,1
US,13576,2
US,13582,7
US,13609,19
US,13618,362
US,13645,1
US,13649,2
US,13672,47
US,13673,21
US,13675,64
US,13768,28
US,13871,1
US,13926,67
US,13977,6
US,14,2
US,14048,4
US,14103,12
US,14135,21
US,14155,1
US,14203,2
US,14208,8
US,14237,6
US,14265,400
US,14291,3640
US,14390,7
US,14559,113
US,14613,12
US,14615,5
US,14618,294
US,14654,69
US,14676,107
US,14737,12
US,14751,128
US,14793,64
US,14813,2
US,14828,5
US,14855,26
US,14861,1
US,14989,2139
US,14992,144
US,15003,250
US,15083,52
US,15084,574
US,15091,195
US,15105,163
US,15148,16
US,15149,76
US,15162,1709
US,15177,1
US,15206,12
US,15227,28
US,15336,1
US,15417,63
US,15641,6
US,159,33
US,160,1
US,16399,27
US,16422,204
US,16461,3
US,1648,247
US,16495,39
US,16524,141
US,16526,452
US,16586,1412
US,16610,63
US,1668,119
US,16700,14
US,16706,381
US,16718,1
US,16810,191
US,16811,251
US,16842,8
US,16852,117
US,16939,295
US,1699,141
US,17019,3
US,17041,62
US,17054,7
US,17090,10
US,17111,1
US,17132,2
US,17135,1
US,17143,150
US,17184,1293
US,17223,16
US,17228,1
US,17231,13
US,17232,35
US,17293,2
US,174,530
US,174_11310,5
US,17639,417
US,1785,3804
US,18450,98
US,18566,1742
US,18687,322
US,18712,178
US,18747,18
US,18779,13
US,18812,101
US,18843,5
US,18876,332
US,18990,1000
US,19029,16
US,19036,52
US,19080,41
US,19108,872
US,19181,106
US,19194,116
US,19214,263
US,19262,28864
US,19271,33
US,19296,39
US,19331,171
US,19430,7
US,19613,19
US,19619,1
US,1968,2
US,19708,2
US,19800,1
US,19817,34
US,19855,378
US,19864,26
US,19893,1
US,19902,52
US,19956,5
US,19957,1
US,19969,9
US,20,2
US,20001,3911
US,20013,2
US,20021,74
US,20057,185
US,20085,2
US,20094,56
US,20115,4287
US,20141,169
US,20183,110
US,20202,1
US,20214,2673
US,20231,53
US,20248,10
US,20252,263
US,20357,5
US,20442,78
US,20456,167
US,20473,206
US,20477,2
US,2055,23
US,209,4736
US,210,10
US,21277,1089
US,21508,538
US,2152,465
US,21545,132
US,21565,176
US,21595,1320
US,21669,62
US,21688,4
US,21694,507
US,21766,583
US,21788,1114
US,21828,265
US,21844,132
US,21852,223
US,21928,295
US,22056,31
US,22140,52
US,22186,7
US,22192,12
US,22258,442
US,22299,11
US,22318,212
US,22332,336
US,22351,1567
US,22352,4
US,22394,272
US,22439,6
US,22442,28
US,225,11
US,22561,93
US,226,7
US,22613,2
US,22626,23
US,22646,71
US,22693,13
US,22719,82
US,22723,3
US,22759,7
US,22773,7099
US,22781,4
US,22925,94
US,22969,4
US,23013,184
US,23033,21
US,23100,55
US,23127,9
US,23141,126
US,23216,15
US,23278,17
US,23338,956
US,23342,11
US,23367,9
US,23440,7
US,23504,375
US,23520,638
US,23649,410
US,23657,37
US,237,134
US,2379,213
US,2381,78
US,2386,57
US,24084,90
US,24244,1
US,24399,156
US,24634,1
US,25019,8
US,25320,58
US,2553,1
US,25653,4
US,2571,5
US,2572,4
US,25761,70
US,25899,313
US,25921,513
US,25973_15003,2
US,25994,2
US,26028,8
US,26046,2
US,26199,161
US,26228,3
US,26271,10
US,26277,17
US,26292,59
US,2634,69
US,2637,1
US,26458,45
US,26496,6
US,26554,202
US,26611,317
US,26651,88
US,26792,5
US,26794,1
US,26801,84
US,26827,9
US,26878,54
US,26895,1409
US,27026,26
US,2711,23
US,27202,24
US,27257,22
US,27338,43
US,27364,105
US,27443,12
US,27553,102
US,27773,47
US,27917,188
US,28086,16
US,2828,2132
US,2902,87
US,29039,460
US,29123_16422,28
US,29170,710
US,2920,14
US,29259,123
US,29286,4
US,2939,62
US,29684,11
US,29709,1
US,29736,1
US,29737,212
US,29761,65
US,29802,56
US,29838,169
US,29859,392
US,29877,104
US,29880,109
US,29889,48
US,29895,4
US,299,3
US,29933,1
US,29951_11123,152
US,30058,317
US,30110,5
US,30160,5
US,30167,43
US,30314,145
US,30329,11
US,30373,3
US,30404,26
US,30475,278
US,30496,103
US,30569,4
US,30721,106
US,30981,63
US,31198,80
US,31452,32
US,31797,1
US,32097,15
US,32098,70
US,32162,49
US,32181,47
US,32258,27
US,32392,2
US,32448,9
US,32475,3239
US,32508,19
US,32592,139
US,32654,15
US,32703,39
US,32706,92
US,32742,42
US,32743,35
US,32748,12
US,32806,252
US,32939,85
US,33051,104
US,33070,135
US,33132,95
US,33170,3
US,33182,25
US,33287,3889
US,33363,2147
US,33489,146
US,33490,563
US,33491,2711
US,33544,9
US,3356,857
US,33588,109
US,33647,3
US,33650,1365
US,33651,2565
US,33652,469
US,33653,1
US,33654,62
US,33656,14
US,33657,2793
US,33660,235
US,33661,549
US,33662,931
US,33665,13
US,33666,173
US,33668,886
US,33749,3
US,3377,13
US,33770,148
US,3408,119
US,3464,793
US,3479,6
US,3491,1374
US,3549,1247
US,3561,1018
US,3573,4
US,35847,155
US,35888,2320
US,35904,1
US,35908,3
US,3593,40
US,35940,256
US,3595,19
US,36024,168
US,36114,27
US,36146,2
US,36149,171
US,36167,77
US,36223,89
US,36351,2199
US,36352,31
US,36375,1
US,36416,6
US,36536,136
US,36675,2594
US,36720,808
US,36727,241
US,36728,43
US,3701,6
US,3737,429
US,3790,2
US,37903,14
US,3801,49
US,39151,19
US,40047,16
US,40051,14
US,40155,40
US,40244,7
US,40266,7
US,40306,4
US,40307,7
US,40308_40315,55
US,40315_40308,16
US,40336,206
US,40357,134
US,4046,16
US,40634,11
US,40649,25
US,40690,3
US,4181,731
US,41810,78
US,4193,18
US,42003,9
US,4246,5598
US,4261,12
US,4265,292
US,42715,568
US,42732,11
US,4323,3165
US,43260,107
US,4378,147
US,45521,55
US,4565,17
US,4581,8
US,46,4
US,4604,50515
US,46198,556
US,46256,2
US,46375,4
US,46449,2
US,46475,1571
US,46652,37
US,46664,92
US,46687,7
US,46816,7
US,46844,26
US,46871,6
US,46925,170
US,47328,986
US,4755,7
US,48022,23
US,48862,6
US,4890,40
US,4922,7
US,50030,2179
US,5006,81
US,5056,7
US,50597,246
US,50710,696
US,5078,20
US,52,70
US,53250,93
US,53352,55
US,53380,1527
US,53565,3
US,53621,63
US,53667,12
US,55,359
US,5650,524
US,5668,8
US,5718,25
US,5738,18
US,5778,155
US,6059,81
US,6079,659
US,6128,17862
US,6181,421
US,6197,11
US,6198,14
US,6203,1
US,6221,4
US,6300,1
US,6304,20
US,6316,19
US,6325,489
US,6389,6617
US,6428_32468,10
US,6461,15
US,6478,384
US,6505,43
US,6517,7
US,6580,7
US,6614,19
US,6621,4920
US,6648,334
US,6866,132
US,693,119
US,6939,72
US,6983,69
US,701,1173
US,7011,202
US,7015,2766
US,7016,333
US,7017,70
US,7018,3985
US,7029,546
US,7029_11714,266
US,7046,26
US,705,17
US,7054,8
US,7065,269
US,7066,3
US,7106,3
US,7132,26734
US,72,50
US,7202,11
US,7265,6
US,7385,554
US,7395,2
US,7459,60
US,7700,20
US,7725,1637
US,7782,168
US,7795,5
US,7796,6
US,7843,325
US,7849,1
US,7893,10
US,7922,1005
US,7925,8
US,8001,3
US,8047,24
US,8057,4
US,81,716
US,8103,3
US,8148,4
US,8449,7
US,8560,244
US,8972,139
US,9229,14
US,9237,47
US,9299,1
UY,19037,94
UY,19422,396
UY,20002,30
UY,20255,300
UY,22927,58
UY,6057,10693
UY,8151,11
UZ,12365,1300
UZ,15588,28
UZ,25389,18
UZ,28910,16
UZ,29385,398
UZ,3.878,555
UZ,30728,203
UZ,31203,1058
UZ,31492,39
UZ,34250,519
UZ,34718,2274
UZ,34871,343
UZ,39032,221
UZ,41202,1071
UZ,42017,233
UZ,42654,247
UZ,43060,223
UZ,47141,53
UZ,47452,1395
UZ,49171,213
UZ,49235,32
UZ,49273,1855
UZ,49529,5
UZ,50025,13
UZ,50729,319
UZ,8193,2806
VC,15344,124
VC,17149,12
VC,32034,70
VE,3549.0,2
VE,6306.0,161
VE,8048.0,1655
VE,11562.0,2
VE,17399.0,2
VE,18747.0,10
VE,20312.0,7
VE,21826.0,129
VE,27717.0,22
VE,27889.0,10
VE,52281.0,1
VE,11562,805
VE,11562.0,30
VE,16422,9
VE,17399,313
VE,17399.0,14
VE,18747,1106
VE,18747.0,45
VE,20312,395
VE,20312.0,12
VE,21826,12455
VE,21826.0,607
VE,22313,177
