cntry,asn,Frequency
ID,23953.0,71
ID,24195,407
ID,24195.0,37
ID,24197,1744
ID,24197.0,114
ID,24200,2517
ID,24200.0,230
ID,24201,2402
ID,24201.0,231
ID,24202,275
ID,24202.0,23
ID,24203,6802
ID,24203.0,605
ID,24204,162
ID,24204.0,8
ID,24206,538
ID,24206.0,73
ID,24207,1423
ID,24207.0,128
ID,24209,153
ID,24209.0,8
ID,24210,574
ID,24210.0,105
ID,24212,364
ID,24212.0,61
ID,24213,1703
ID,24213.0,84
ID,24399,4
ID,24518,2785
ID,24518.0,340
ID,24520,1532
ID,24520.0,158
ID,24521,1736
ID,24521.0,196
ID,24522,89
ID,24522.0,9
ID,24523,7249
ID,24523.0,600
ID,24525,1341
ID,24525.0,110
ID,24526,1108
ID,24526.0,110
ID,24527,2451
ID,24527.0,277
ID,24528,1149
ID,24528.0,101
ID,24530,1125
ID,24530.0,159
ID,24531,66
ID,24531.0,9
ID,24532,3243
ID,24532.0,348
ID,24535,2397
ID,24535.0,333
ID,24536,653
ID,24536.0,58
ID,24538,3090
ID,24538.0,292
ID,3583,30
ID,3583.0,1
ID,3758,39
ID,3758.0,3
ID,38141,12
ID,38141.0,2
ID,38142,80
ID,38142.0,12
ID,38143,88
ID,38143.0,12
ID,38144,443
ID,38144.0,70
ID,38146,758
ID,38146.0,66
ID,38148,26
ID,38148.0,13
ID,38149,7445
ID,38149.0,568
ID,38150,740
ID,38150.0,67
ID,38153,37
ID,38153.0,2
ID,38155,159
ID,38155.0,31
ID,38156,635
ID,38156.0,86
ID,38162,236
ID,38162.0,19
ID,38163,64
ID,38163.0,14
ID,38164,208
ID,38164.0,35
ID,38165,106
ID,38165.0,9
ID,38202,10774
ID,38202.0,1034
ID,38211.0,2
ID,38320,4760
ID,38320.0,450
ID,38496,453
ID,38496.0,40
ID,38497,3
ID,38499,2
ID,38499.0,5
ID,38500,1161
ID,38500.0,108
ID,38502,196
ID,38502.0,28
ID,38503,152
ID,38503.0,32
ID,38504,3266
ID,38504.0,271
ID,38505,6
ID,38505.0,8
ID,38506,2794
ID,38506.0,240
ID,38507,25
ID,38507.0,22
ID,38509,19
ID,38509.0,3
ID,38511,44168
ID,38511.0,4426
ID,38513,183
ID,38513.0,29
ID,38515,2039
ID,38515.0,218
ID,38517,79
ID,38517.0,3
ID,38518,1394
ID,38518.0,179
ID,38521,103
ID,38523,286
ID,38523.0,37
ID,38524,2011
ID,38524.0,117
ID,38527,6154
ID,38527.0,536
ID,38535,359
ID,38535.0,29
ID,38542,12064
ID,38542.0,1293
ID,38548,598
ID,38548.0,56
ID,38613,1087
ID,38613.0,108
ID,38750,668
ID,38750.0,48
ID,38753,1714
ID,38753.0,228
ID,38754,512
ID,38754.0,86
ID,38756,409
ID,38756.0,31
ID,38757,3
ID,38758,10376
ID,38758.0,847
ID,38761,1505
ID,38761.0,120
ID,38763,616
ID,38763.0,66
ID,38765,74
ID,38765.0,6
ID,38766,642
ID,38766.0,46
ID,38770,12
ID,38772,376
ID,38772.0,32
ID,38773,17
ID,38773.0,2
ID,38776,2916
ID,38776.0,246
ID,38779,9
ID,38780,28
ID,38780.0,1
ID,38781,4
ID,38781.0,2
ID,38783,687
ID,38783.0,47
ID,38785,1523
ID,38785.0,171
ID,38786,308
ID,38786.0,19
ID,38896,1427
ID,38896.0,109
ID,4382,106
ID,4382.0,16
ID,4434,938
ID,4434.0,114
ID,45146,394
ID,45146.0,45
ID,45180,844
ID,45180.0,113
ID,45287,317
ID,45287.0,42
ID,45288,715
ID,45288.0,60
ID,45289,2459
ID,45289.0,241
ID,45291,3389
ID,45291.0,363
ID,45293,17
ID,45295,452
ID,45295.0,29
ID,45298,1637
ID,45298.0,135
ID,45302,245
ID,45302.0,36
ID,45305,879
ID,45305.0,81
ID,45308,376
ID,45308.0,41
ID,45312,14
ID,45312.0,2
ID,45315,29
ID,45315.0,3
ID,45317,166
ID,45317.0,4
ID,45318,342
ID,45318.0,40
ID,45320,217
ID,45320.0,28
ID,45325,311
ID,45325.0,35
ID,45698,508
ID,45698.0,54
ID,45699,415
ID,45699.0,53
ID,45701,101
ID,45701.0,9
ID,45703,262
ID,45703.0,26
ID,45705,45
ID,45705.0,6
ID,45706,1021
ID,45706.0,97
ID,45707,447
ID,45707.0,49
ID,45708,58
ID,45708.0,9
ID,45709,155
ID,45709.0,21
ID,45714,2347
ID,45714.0,211
ID,45716,1104
ID,45716.0,129
ID,45722,301
ID,45722.0,38
ID,45724,33
ID,45724.0,3
ID,45725,7906
ID,45725.0,734
ID,45727,20102
ID,45727.0,1756
ID,45731,2
ID,45735,27
ID,45756,23
ID,45756.0,1
ID,45786,1161
ID,45786.0,141
ID,45786_18189,55
ID,46019,24
ID,46023,526
ID,46023.0,44
ID,46026,2
ID,46028,8
ID,46034,17
ID,46034.0,1
ID,46035,3
ID,46039,36
ID,46039.0,5
ID,46043.0,1
ID,46049,30
ID,46049.0,5
ID,46054,70
ID,46054.0,5
ID,46056,58
ID,46056.0,8
ID,46062,471
ID,46062.0,49
ID,46063,261
ID,46063.0,30
ID,4761,4637
ID,4761.0,391
ID,4787,2450
ID,4787.0,201
ID,4795,31215
ID,4795.0,2720
ID,4796,5
ID,4800,6525
ID,4800.0,700
ID,4832,1163
ID,4832.0,114
ID,4855,497
ID,4855.0,40
ID,55653,12
ID,55653.0,7
ID,55661,6
ID,55663,139
ID,55663.0,14
ID,55666,4448
ID,55666.0,399
ID,55667,84
ID,55667.0,6
ID,55672,144
ID,55672.0,10
ID,55676,12
ID,55818,174
ID,55818.0,2
ID,55830,28
ID,9228,402
ID,9228.0,56
ID,9229,23
ID,9229.0,5
ID,9251,5
ID,9326,1060
ID,9326.0,136
ID,9340,1900
ID,9340.0,154
ID,9341,1444
ID,9341.0,107
ID,9462,1209
ID,9462.0,195
ID,9657,3836
ID,9657.0,488
ID,9785,917
ID,9785.0,97
ID,9794,1845
ID,9794.0,219
ID,9875,7410
ID,9875.0,513
ID,9905,1398
ID,9905.0,169
IE,174.0,1
IE,5466.0,193
IE,6830.0,228
IE,13280.0,39
IE,15502.0,15
IE,15751.0,11
IE,21327.0,61
IE,31458.0,59
IE,34245.0,79
IE,34317.0,17
IE,35272.0,17
IE,39111.0,1
IE,41736.0,4
IE,43192.0,9
IE,48142.0,3
IE,49766.0,4
IE,13280,36
IE,13280.0,4
IE,15502,22
IE,15502.0,17
IE,15751,12
IE,15751.0,6
IE,2110,3
IE,21327,87
IE,21327.0,13
IE,25441.0,1
IE,31458,60
IE,31458.0,3
IE,34245,94
IE,34245.0,2
IE,34317,29
IE,34317.0,1
IE,35272,41
IE,39111,23
IE,41736,10
IE,43192,10
IE,48142,13
IE,49766,9
IE,5466,265
IE,5466.0,50
IE,6830,367
IE,6830.0,62
IL,378.0,324
IL,1680.0,9676
IL,5486.0,265
IL,8551.0,13763
IL,9116.0,6843
IL,9117.0,3753
IL,12400.0,2207
IL,12849.0,13
IL,16116.0,843
IL,20623.0,2221
IL,25003.0,146
IL,25125.0,339
IL,38992.0,27
IL,41714.0,66
IL,42925.0,1572
IL,47956.0,138
IL,47997.0,84
IL,49196.0,5
IL,50463.0,23
IL,12400,3664
IL,12400.0,424
IL,12849,56
IL,12849.0,16
IL,16116,1469
IL,16116.0,107
IL,1680,15650
IL,1680.0,1289
IL,20623,3402
IL,20623.0,219
IL,25003,268
IL,25003.0,8
IL,25125,543
IL,25125.0,26
IL,378,198
IL,378.0,3
IL,38992,29
IL,38992.0,8
IL,41714,34
IL,42925,2269
IL,42925.0,353
IL,47956,233
IL,47956.0,22
IL,47997,139
IL,47997.0,7
IL,49196,3
IL,50463,49
IL,50463.0,2
IL,5486,366
IL,5486.0,16
IL,8551,23925
IL,8551.0,1956
IL,9116,11332
IL,9116.0,945
IL,9117,7521
IL,9117.0,564
IN,2.143,84
IN,2.1430000000000002,28
IN,2.15,1245
IN,2687.0,1
IN,2697.0,193
IN,3680.0,24
IN,4515.0,35
IN,4755.0,3171
IN,4758.0,259
IN,4862.0,4
IN,7633.0,276
IN,9396.0,78
IN,9430.0,24
IN,9498.0,2362
IN,9583.0,963
IN,9625.0,10
IN,9730.0,51
IN,9829.0,45514
IN,9830.0,62
IN,10029.0,825
IN,10077.0,43
IN,10199.0,4251
IN,10201.0,2310
IN,10225.0,171
IN,10239.0,91
IN,17426.0,28
IN,17443.0,4
IN,17447.0,410
IN,17453.0,4
IN,17465.0,1481
IN,17483.0,82
IN,17488.0,2789
IN,17624.0,32
IN,17625.0,571
IN,17648.0,70
IN,17665.0,188
IN,17747.0,3
IN,17753.0,15
IN,17754.0,1646
IN,17762.0,1286
IN,17771.0,433
IN,17803.0,8849
IN,17813.0,8109
IN,17818.0,11
IN,17820.0,580
IN,17908.0,7544
IN,17913.0,4
IN,17917.0,3105
IN,18002.0,899
IN,18101.0,2781
IN,18105.0,19
IN,18196.0,88
IN,18207.0,1677
IN,18209.0,133
IN,18229.0,418
IN,23682.0,887
IN,23772.0,695
IN,23860.0,753
IN,23870.0,32
IN,24004.0,215
IN,24186.0,494
IN,24193.0,1030
IN,24309.0,108
IN,24392.0,134
IN,24397.0,9
IN,24515.0,4
IN,24554.0,658
IN,24560.0,40337
IN,37986.0,204
IN,38205.0,173
IN,38266.0,444
IN,38310.0,27
IN,38314.0,28
IN,38457.0,194
IN,38546.0,1
IN,38571.0,75
IN,38625.0,103
IN,45117.0,172
IN,45119.0,160
IN,45153.0,36
IN,45169.0,69
IN,45184.0,110
IN,45194.0,790
IN,45232.0,67
IN,45235.0,73
IN,45243.0,6
IN,45271.0,940
IN,45335.0,26
IN,45415.0,152
IN,45433.0,35
IN,45469.0,16
IN,45487.0,29
IN,45513.0,93
IN,45514.0,851
IN,45517.0,20
IN,45528.0,1780
IN,45536.0,50
IN,45582.0,445
IN,45609.0,2749
IN,45648.0,2
IN,45661.0,12
IN,45694.0,85
IN,45769.0,589
IN,45774.0,285
IN,45775.0,423
IN,45804.0,214
IN,45820.0,632
IN,45841.0,563
IN,45854.0,4
IN,45884.0,168
IN,45916.0,107
IN,45942.0,19
IN,45944.0,5
IN,45954.0,22
IN,55341.0,93
IN,55345.0,7
IN,55351.0,20
IN,55353.0,74
IN,55441.0,1148
IN,55503.0,30
IN,55507.0,68
IN,55526.0,98
IN,55535.0,50
IN,55577.0,4194
IN,55734.0,21
IN,55740.0,1298
IN,55831.0,126
IN,55832.0,24
IN,55879.0,87
IN,10029,3870
IN,10029.0,569
IN,10077,581
IN,10077.0,9
IN,10199,26586
IN,10199.0,2359
IN,10201,14024
IN,10201.0,1194
IN,10225,939
IN,10225.0,76
IN,10239,172
IN,10239.0,83
IN,17426,185
IN,17426.0,9
IN,17439,25
IN,17439.0,4
IN,17443,48
IN,17447,1553
IN,17447.0,206
IN,17453,27
IN,17453.0,3
IN,17465,12925
IN,17465.0,627
IN,17483,574
IN,17483.0,52
IN,17488,20289
IN,17488.0,1229
IN,17624,116
IN,17624.0,19
IN,17625,3005
IN,17625.0,343
IN,17648,723
IN,17648.0,20
IN,17665,1287
IN,17665.0,54
IN,17747,35
IN,17747.0,8
IN,17753,317
IN,17754,10760
IN,17754.0,582
IN,17762,9061
IN,17762.0,522
IN,17771,2916
IN,17771.0,166
IN,17803,61706
IN,17803.0,3791
IN,17813,63104
IN,17813.0,2952
IN,17818,119
IN,17820,3633
IN,17820.0,240
IN,17908,57649
IN,17908.0,2281
IN,17913,17
IN,17917,24719
IN,17917.0,945
IN,18002,8048
IN,18002.0,323
IN,18101,17940
IN,18101.0,1180
IN,18105,155
IN,18105.0,7
IN,18196,495
IN,18196.0,43
IN,18207,10106
IN,18207.0,1031
IN,18209,968
IN,18209.0,81
IN,18229,2579
IN,18229.0,226
IN,2.143,568
IN,2.1430000000000002,30
IN,2.15,9571
IN,2.19,3
IN,23682,4935
IN,23682.0,319
IN,23772,4801
IN,23772.0,571
IN,23860,4712
IN,23860.0,398
IN,23870,252
IN,23870.0,24
IN,23937,10
IN,24004,1580
IN,24004.0,45
IN,24186,3581
IN,24186.0,208
IN,24193,7131
IN,24193.0,332
IN,24309,305
IN,24309.0,36
IN,24392,896
IN,24392.0,32
IN,24397,70
IN,24397.0,12
IN,24515,28
IN,24554,4399
IN,24554.0,313
IN,24560,326846
IN,24560.0,13812
IN,2687,17
IN,2697,1159
IN,2697.0,112
IN,36167,15
IN,36167.0,3
IN,3680,47
IN,3680.0,9
IN,37986,1048
IN,37986.0,124
IN,38053,2
IN,38185,8
IN,38205,1084
IN,38205.0,61
IN,38266,2393
IN,38266.0,212
IN,38310,175
IN,38310.0,6
IN,38314,107
IN,38314.0,3
IN,38457,1607
IN,38457.0,86
IN,38546,14
IN,38546.0,7
IN,38571,467
IN,38571.0,41
IN,38625,860
IN,38625.0,8
IN,45117,1300
IN,45117.0,39
IN,45119,373
IN,45119.0,155
IN,4515,346
IN,4515.0,13
IN,45153,89
IN,45153.0,25
IN,45169,448
IN,45169.0,27
IN,45184,1036
IN,45184.0,16
IN,45194,5096
IN,45194.0,339
IN,45232,807
IN,45232.0,34
IN,45235,466
IN,45235.0,33
IN,45243,125
IN,45271,5968
IN,45271.0,500
IN,45335,135
IN,45335.0,7
IN,45415,1119
IN,45415.0,60
IN,45433,245
IN,45433.0,42
IN,45469,148
IN,45469.0,4
IN,45487,257
IN,45487.0,17
IN,45513,465
IN,45513.0,96
IN,45514,5546
IN,45514.0,437
IN,45517,80
IN,45517.0,7
IN,45528,10744
IN,45528.0,939
IN,45536,428
IN,45536.0,20
IN,45582,2941
IN,45582.0,188
IN,45609,17023
IN,45609.0,1456
IN,45648,62
IN,45661,199
IN,45661.0,10
IN,45694,953
IN,45694.0,12
IN,45769,3959
IN,45769.0,296
IN,45774,1895
IN,45774.0,154
IN,45775,2659
IN,45775.0,186
IN,45804,1689
IN,45804.0,159
IN,45820,4475
IN,45820.0,368
IN,45841,3505
IN,45841.0,217
IN,45854,12
IN,45884,1173
IN,45884.0,96
IN,45916,639
IN,45916.0,35
IN,45942,236
IN,45942.0,6
IN,45944,72
IN,45944.0,2
IN,45954,288
IN,45954.0,4
IN,4755,18778
IN,4755.0,1679
IN,4758,3086
IN,4758.0,54
IN,4862,5
IN,55341,567
IN,55341.0,9
IN,55345,17
IN,55345.0,1
IN,55351,179
IN,55351.0,1
IN,55353,525
IN,55353.0,32
IN,55441,8037
IN,55441.0,622
IN,55503,50
IN,55503.0,4
IN,55507,513
IN,55507.0,3
IN,55526,834
IN,55526.0,45
IN,55535,370
IN,55535.0,19
IN,55563,1
IN,55577,24118
IN,55577.0,2061
IN,55734,120
IN,55734.0,9
IN,55740,7895
IN,55740.0,708
IN,55831,827
IN,55831.0,76
IN,55832,95
IN,55832.0,3
IN,55847,20
IN,55879,603
IN,55879.0,45
IN,7633,1423
IN,7633.0,200
IN,9396,410
IN,9396.0,23
IN,9430,138
IN,9430.0,3
IN,9498,13886
IN,9498.0,725
IN,9583,6043
IN,9583.0,407
IN,9625,52
IN,9625.0,3
IN,9730,414
IN,9730.0,9
IN,9829,362390
IN,9829.0,15844
IN,9830,537
IN,9830.0,21
IN,9885_4758,82
IQ,6866.0,100
IQ,8513.0,44
IQ,21277.0,661
IQ,23649.0,6
IQ,29259.0,70
IQ,30721.0,261
IQ,39216.0,7
IQ,41589.0,28
IQ,44217.0,106
IQ,44972.0,25
IQ,48407.0,89
IQ,49571.0,60
IQ,50030.0,54
IQ,50597.0,384
IQ,50710.0,1624
IQ,51018.0,86
IQ,51684.0,15
IQ,12653,120
IQ,12653.0,1
IQ,20535,507
IQ,20535.0,136
IQ,21277,11775
IQ,21277.0,1226
IQ,23649,48
IQ,23649.0,4
IQ,29259,1599
IQ,29259.0,242
IQ,30721,6186
IQ,30721.0,770
IQ,30981,8
IQ,39216,401
IQ,39216.0,19
IQ,41589,620
IQ,41589.0,115
IQ,44217,2777
IQ,44217.0,379
IQ,44972,1071
IQ,44972.0,77
IQ,48407,1543
IQ,48407.0,236
IQ,49571,1035
IQ,49571.0,119
IQ,50030,816
IQ,50030.0,21
IQ,50597,6586
IQ,50597.0,855
IQ,50710,29395
IQ,50710.0,3500
IQ,51018,1544
IQ,51018.0,159
IQ,51684,161
IQ,51684.0,23
IQ,5377,12
IQ,5377.0,1
IQ,6866,1602
IQ,6866.0,170
IQ,8261,116
IQ,8513,434
IQ,8513.0,50
IR,12880.0,3
IR,12880,263
IR,15696,5
IR,16322,396
IR,1756,6
IR,21341,1
IR,24631,9
IR,24753,1
IR,25124,5
IR,25184,177
IR,28753,12
IR,28753.0,3
IR,29020,5
IR,30783,1
IR,30902,4
IR,31303,1
IR,31476,1
IR,31549,47
IR,31732,20
IR,34369,11
IR,34513,1
IR,34636,1
IR,34918,49
IR,35499,6
IR,39074,2
IR,39308,63
IR,39501,122
IR,41152,16
IR,41689,13
IR,41881,16
IR,41900,3
IR,42163,39
IR,42337,7
IR,42440,9
IR,42586,16
IR,42601,1
IR,43343,10
IR,43395,4
IR,43754,68
IR,44208,41
IR,44244,5
IR,44285,2
IR,44375,10
IR,44889,2
IR,47262,3
IR,47796,7
IR,47843,5
IR,48309,23
IR,48359,35
IR,48431,5
IR,48434,2
IR,48555,1
IR,48575,9
IR,48592,3
IR,48944,71
IR,49065,5
IR,49100,9
IR,49103,44
IR,49689,1
IR,49697,21
IR,49844,1
IR,49847,1
IR,49872,1
IR,49970,5
IR,50530,2
IR,50591,9
IR,50810,2
IR,50948,4
IR,51074,1
IR,51130,1
IR,51355,1
IR,51411,1
IR,51469,3
IR,51541,19
IS,6677.0,20
IS,12969,102
IS,12969.0,7
IS,6677,396
IS,6677.0,7
IT,1267.0,68
IT,3269.0,109
IT,8217.0,1
IT,8261.0,40
IT,8612.0,7
IT,8928.0,2
IT,8968.0,2
IT,12874.0,40
IT,16232.0,10
IT,20811.0,2
IT,24608.0,9
IT,24915.0,1
IT,29286.0,5
IT,30722.0,11
IT,30848.0,1
IT,44957.0,4
IT,49284.0,1
IT,1267,9284
IT,1267.0,506
IT,12741,82
IT,12741.0,10
IT,12779,14
IT,12779.0,1
IT,12874,5126
IT,12874.0,280
IT,13097,1
IT,137,5
IT,137.0,3
IT,15589,349
IT,15589.0,10
IT,16232,1027
IT,16232.0,65
IT,20811,195
IT,20811.0,6
IT,20912,214
IT,20912.0,5
IT,20959,77
IT,20959.0,1
IT,24608,662
IT,24608.0,50
IT,24753,12
IT,24915,41
IT,25002,1
IT,28716,6
IT,28831,8
IT,29286,622
IT,29286.0,37
IT,3.348,1
IT,30722,2932
IT,30722.0,197
IT,30848,36
IT,30848.0,4
IT,31115,11
IT,31222,25
IT,3269,15739
IT,3269.0,771
IT,3302,47
IT,3302.0,1
IT,34695,2
IT,35612,55
IT,35612.0,7
IT,35617,130
IT,35617.0,2
IT,39120,9
IT,39657,1
IT,39657.0,1
IT,41827,8
IT,43279,133
IT,44473,6
IT,44957,882
IT,44957.0,49
IT,47408,26
IT,48291,46
IT,48291.0,1
IT,48862,132
IT,48862.0,3
IT,49284,50
IT,49284.0,1
IT,49653,6
IT,49924,4
IT,49924.0,1
IT,49979,17
IT,5394,46
IT,5396,5
IT,5602,1
IT,6734,2
IT,6734.0,1
IT,8217,35
IT,8261,4086
IT,8261.0,367
IT,8612,1163
IT,8612.0,46
IT,8928,49
IT,8928.0,3
IT,8968,160
IT,8968.0,9
JM,10292,1621
JM,19965,28
JM,30689,387
JM,33576,108
JM,6400,24
JO,12524,2484
JO,21088,522
JO,28730,10
JO,35839,825
JO,39559,1103
JO,42319,38
JO,42912,3053
JO,44290,7960
JO,44466,766
JO,44702,1098
JO,47887,1
JO,47969,229
JO,48832,5894
JO,8376,59037
JO,8452,2070
JO,8697,2091
JO,8934,4098
JO,9038,11188
JP,10010,722
JP,10013,217
JP,10019,5
JP,1239,108
JP,17506,177
JP,17511,113
JP,17524,5
JP,17529,118
JP,17676,2544
JP,17687,1
JP,17698,43
JP,17931,4
JP,17936,12
JP,17957,3
JP,17958,66
JP,18081,61
JP,18092,6
JP,18126,247
JP,18144,14
JP,18150,53
JP,18282,269
JP,23632,6
JP,23778,74
JP,23780,1
JP,24276,7
JP,2497,272
JP,2503,5
JP,2510,383
JP,2514,50
JP,2516,1585
JP,2518,1213
JP,2519,252
JP,2527,553
JP,2914,17
JP,37903,780
JP,37917,22
JP,45675,41
JP,4685,62
JP,4691,10
JP,4704,32
JP,4713,7091
JP,4716,10
JP,4721,12
JP,4725,59
JP,7522,15
JP,7524,28
JP,7671,25
JP,7679,44
JP,9351,22
JP,9354,29
JP,9365,31
JP,9370,26
JP,9371,99
JP,9374,4
JP,9595,186
JP,9600,4
JP,9605,1
JP,9609,70
JP,9615,23
JP,9617,113
JP,9824,639
KE,12440,419
KE,12455,13382
KE,12491,1207
KE,12556,7
KE,12684,867
KE,13224,8
KE,15399,5606
KE,15641,64
KE,15808,11901
KE,16422,2175
KE,17175,959
KE,21280,1519
KE,22351,65
KE,25568,436
KE,28698,244
KE,30991,538
KE,30994,71
KE,33770,11067
KE,33770_37019,708
KE,33771,1490
KE,36866,283
KE,36866_36914,9
KE,36886,88
KE,36914,387
KE,36915,970
KE,36926,672
KE,37019,165
KE,37044,441
KE,37061,6916
KE,37071,905
KE,37109,102
KE,37129,52
KE,37165,345
KE,37166,29
KE,37219,468
KE,37242,7
KE,38176,167
KE,5713,110
KE,9129,337
KG,12764,324
KG,12997,860
KG,29061,1
KG,3.51,2
KG,34639,106
KG,41329,146
KG,41750,419
KG,47237,9
KG,48271,18
KG,50223,52
KG,50251,83
KG,8449,227
KH,17726,1393
KH,17976,285
KH,17981,215
KH,2.106,224
KH,2.135,567
KH,23673,4626
KH,23868,225
KH,24239,793
KH,24441,93
KH,24478,239
KH,24492,3295
KH,24567,12
KH,38209,734
KH,38235,4656
KH,38286,150
KH,38579,209
KH,38600,110
KH,38608,74
KH,38623,6986
KH,38723,75
KH,38893,882
KH,38901,4481
KH,45348,320
KH,45429,1910
KH,45498,10
KH,45656,26
KH,55329,42
KH,7712,2713
KH,9902,212
KI,38456,54
KM,36939,562
KN,11139,31
KN,36290,30
KP,2.207,6
KR,10036,785
KR,10037,18
KR,10049,179
KR,10052,6
KR,10066,539
KR,10068,69
KR,10155,54
KR,10164,11
KR,10167,69
KR,10175,12
KR,10191,313
KR,17573,1
KR,17577,50
KR,17583,41
KR,17584,149
KR,17586,10
KR,17597,112
KR,17598,418
KR,17608,24
KR,17839,533
KR,17841,28
KR,17844,35
KR,17849,363
KR,17853,8
KR,17854,73
KR,17857,190
KR,17858,5388
KR,17862,9
KR,17864,1221
KR,17871,20
KR,17877,9
KR,18302,20
KR,18305,2
KR,18310,379
KR,18313,75
KR,18318,29
KR,18334,281
KR,23563,116
KR,23578,100
KR,23579,4
KR,23908,34
KR,3786,16702
KR,38088,7
KR,38091,46
KR,38092,17
KR,38103,37
KR,38109,241
KR,38115,11
KR,38118,1
KR,38120,16
KR,38121,77
KR,38127,38
KR,38132,11
KR,38397,2
KR,38408,4
KR,38430,8
KR,38660,68
KR,38661,119
KR,38662,50
KR,38669,72
KR,38673,49
KR,38680,12
KR,38684,128
KR,38890,16
KR,45374,3
KR,45385,126
KR,45388,8
KR,45399,47
KR,45400,8
KR,45403,35
KR,45980,2303
KR,4663,50
KR,4668,1083
KR,4670,139
KR,4766,56410
KR,4961,10
KR,6619,108
KR,7562,19
KR,7623,148
KR,9316,329
KR,9318,13968
KR,9319,76
KR,9323,125
KR,9457,93
KR,9459,161
KR,9569,10
KR,9644,22
KR,9689,1196
KR,9691,68
KR,9694,485
KR,9697,6
KR,9698,31
KR,9753,17
KR,9756,314
KR,9757,3
KR,9761,16
KR,9765,4
KR,9768,73
KR,9770,21
KR,9781,219
KR,9842,13
KR,9845,642
KR,9848,9
KR,9943,140
KR,9946,67
KR,9964,4
KR,9970,20
KR,9971,8
KR,9976,181
KR,9981,75
KW,3225.0,95
KW,6412.0,129
KW,9155.0,217
KW,21050.0,186
KW,23649.0,2
KW,24627.0,13
KW,25122.0,1
KW,25242.0,1
KW,29357.0,89
KW,35181.0,6
KW,42781.0,4
KW,42961.0,216
KW,47442.0,6
KW,47589.0,96
KW,16422,3
KW,21050,19859
KW,23649,89
KW,24627,493
KW,25122,134
KW,25242,495
KW,29357,6640
KW,3225,8049
KW,35181,84
KW,39682,7
KW,41152,8
KW,42781,934
KW,42961,20007
KW,47442,349
KW,47589,9704
KW,6412,15251
KW,9155,15909
KY,6639,71
KZ,8393.0,11
KZ,9198.0,2639
KZ,15736.0,1
KZ,20535.0,5
KZ,21299.0,58
KZ,25534.0,18
KZ,29355.0,32
KZ,35104.0,12
KZ,35566.0,5
KZ,39725.0,24
KZ,39824.0,18
KZ,41007.0,2
KZ,41371.0,5
KZ,41798.0,45
KZ,42770.0,21
KZ,43370.0,1
KZ,43873.0,11
KZ,50386.0,2
KZ,15736,107
KZ,20485,1
KZ,20535,227
KZ,21299,1613
KZ,25534,192
KZ,29355,933
KZ,29555,7
KZ,35104,364
KZ,35566,193
KZ,39725,946
KZ,39824,583
KZ,41007,237
KZ,41124,2
KZ,41371,265
KZ,41664,4
KZ,41798,1177
KZ,42770,643
KZ,43370,10
KZ,43873,122
KZ,47950,24
KZ,49696,2
KZ,50205,43
KZ,50386,10
KZ,5434,46
KZ,8393,213
KZ,8825,1
KZ,9198,68750
KZ,9229,2
LA,2.195,336
LA,9873.0,396
LA,10226.0,141
LA,24337.0,3
LA,55511.0,7
LA,10226,2438
LA,2.195,4399
LA,24337,31
LA,55511,122
LA,9873,3953
LB,5377.0,2
LB,6866.0,3
LB,8261.0,24
LB,9051.0,255
LB,12653.0,78
LB,16130.0,13
LB,16422.0,28
LB,24634.0,12
LB,30721.0,36
LB,31126.0,72
LB,34444.0,127
LB,34708.0,13
LB,35197.0,689
LB,35207.0,187
LB,39010.0,275
LB,39151.0,5
LB,41589.0,350
LB,41833.0,8
LB,42003.0,119
LB,42020.0,30
LB,42334.0,12
LB,43019.0,11
LB,43680.0,61
LB,47935.0,59
LB,48953.0,25
LB,12653,3065
LB,16130,667
LB,16360,51
LB,16422,654
LB,24634,717
LB,30721,1286
LB,31126,2426
LB,34444,4566
LB,34708,179
LB,35074,84
LB,35197,21733
LB,35207,5042
LB,39010,8982
LB,39151,48
LB,41589,11922
LB,41833,798
LB,42003,2732
LB,42020,760
LB,42334,573
LB,43019,413
LB,43680,1037
LB,47601,75
LB,47935,1903
LB,47965,156
LB,48953,481
LB,5377,23
LB,6866,214
LB,8261,609
LB,8513,6
LB,9051,6159
LC,11139.0,27
LC,15344.0,24
LC,11139,480
LC,15344,353
LI,20634,8
LK,5087.0,14
LK,9329.0,1610
LK,17770.0,20
LK,18001.0,256
LK,45224.0,23
LK,45356.0,218
LK,45517.0,59
LK,17770,599
LK,18001,5422
LK,38229,58
LK,45224,540
LK,45356,3874
LK,45517,1653
LK,5087,410
LK,9329,28519
LR,17175.0,4
LR,22351.0,45
LR,37094.0,11
LR,37203.0,1
LR,17175,314
LR,22351,1838
LR,37094,414
LR,37203,37
LR,8513,21
LS,33567,3
LS,37057,12
LT,1257.0,11
LT,5522.0,16
LT,8486.0,5
LT,8764.0,206
LT,13194.0,9
LT,15419.0,52
LT,15440.0,39
LT,20846.0,1
LT,21211.0,9
LT,21412.0,7
LT,24852.0,5
LT,24877.0,2
LT,25190.0,3
LT,28679.0,13
LT,29625.0,5
LT,30721.0,106
LT,33922.0,32
LT,34857.0,2
LT,39007.0,3
LT,39067.0,1
LT,39354.0,24
LT,42675.0,3
LT,43627.0,2
LT,43649.0,2
LT,43700.0,3
LT,44642.0,8
LT,50962.0,2
LT,1257,208
LT,13194,452
LT,15419,1264
LT,15440,226
LT,20846,61
LT,21211,163
LT,21412,156
LT,24852,203
