Source,Target,Type
0.0.2.175,1.22.1.0,Directed
0.0.2.176,1.222.0.0,Directed
0.0.2.176,1.222.0.0,Directed
0.0.2.177,1.23.1.0,Directed
0.0.2.177,1.23.1.0,Directed
0.0.2.178,1.224.0.0,Directed
0.0.2.178,1.224.0.0,Directed
0.0.2.179,1.206.0.0,Directed
0.0.2.179,1.206.0.0,Directed
0.0.2.18,1.221.0.0,Directed
0.0.2.18,1.35.1.0,Directed
0.0.2.18,1.221.0.0,Directed
0.0.2.18,1.35.1.0,Directed
0.0.2.180,1.5.1.0,Directed
0.0.2.180,1.5.1.0,Directed
0.0.2.181,1.24.1.0,Directed
0.0.2.181,1.24.1.0,Directed
0.0.2.182,1.127.0.0,Directed
0.0.2.182,1.127.0.0,Directed
0.0.2.183,1.242.0.0,Directed
0.0.2.183,1.242.0.0,Directed
0.0.2.184,1.226.0.0,Directed
0.0.2.184,1.247.0.0,Directed
0.0.2.184,1.226.0.0,Directed
0.0.2.184,1.247.0.0,Directed
0.0.2.185,1.208.0.0,Directed
0.0.2.185,1.208.0.0,Directed
0.0.2.186,1.6.1.0,Directed
0.0.2.186,1.6.1.0,Directed
0.0.2.187,1.25.1.0,Directed
0.0.2.187,1.25.1.0,Directed
0.0.2.188,1.249.0.0,Directed
0.0.2.188,1.249.0.0,Directed
0.0.2.189,1.245.0.0,Directed
0.0.2.189,1.245.0.0,Directed
0.0.2.19,1.227.0.0,Directed
0.0.2.19,1.227.0.0,Directed
0.0.2.19,1.41.250.204,Directed
0.0.2.190,1.171.0.0,Directed
0.0.2.190,1.171.0.0,Directed
0.0.2.191,1.7.1.0,Directed
0.0.2.191,1.7.1.0,Directed
0.0.2.192,1.209.0.0,Directed
0.0.2.192,1.209.0.0,Directed
0.0.2.193,1.227.0.0,Directed
0.0.2.193,1.227.0.0,Directed
0.0.2.194,1.245.0.0,Directed
0.0.2.194,1.245.0.0,Directed
0.0.2.195,1.227.0.0,Directed
0.0.2.195,1.227.0.0,Directed
0.0.2.196,1.26.1.0,Directed
0.0.2.196,1.26.1.0,Directed
0.0.2.197,1.243.0.0,Directed
0.0.2.197,1.243.0.0,Directed
0.0.2.198,1.7.1.0,Directed
0.0.2.198,1.7.1.0,Directed
0.0.2.199,1.233.0.0,Directed
0.0.2.199,1.233.0.0,Directed
0.0.2.2,1.234.0.0,Directed
0.0.2.2,1.234.0.0,Directed
0.0.2.200,1.128.0.0,Directed
0.0.2.200,1.128.0.0,Directed
0.0.2.201,1.210.0.0,Directed
0.0.2.201,1.210.0.0,Directed
0.0.2.202,1.226.0.0,Directed
0.0.2.202,1.226.0.0,Directed
0.0.2.202,1.217.0.0,Directed
0.0.2.203,1.246.0.0,Directed
0.0.2.203,1.246.0.0,Directed
0.0.2.204,1.229.0.0,Directed
0.0.2.204,1.229.0.0,Directed
0.0.2.205,1.27.1.0,Directed
0.0.2.205,1.27.1.0,Directed
0.0.2.206,1.211.0.0,Directed
0.0.2.206,1.211.0.0,Directed
0.0.2.207,1.8.1.0,Directed
0.0.2.207,1.8.1.0,Directed
0.0.2.208,1.247.0.0,Directed
0.0.2.208,1.247.0.0,Directed
0.0.2.209,1.192.0.0,Directed
0.0.2.209,1.192.0.0,Directed
0.0.2.21,1.207.0.0,Directed
0.0.2.21,1.207.0.0,Directed
0.0.2.210,1.212.0.0,Directed
0.0.2.210,1.212.0.0,Directed
0.0.2.211,1.10.1.0,Directed
0.0.2.211,1.10.1.0,Directed
0.0.2.212,1.29.1.0,Directed
0.0.2.212,1.29.1.0,Directed
0.0.2.213,1.248.0.0,Directed
0.0.2.213,1.248.0.0,Directed
0.0.2.214,1.230.0.0,Directed
0.0.2.214,1.230.0.0,Directed
0.0.2.215,1.252.0.0,Directed
0.0.2.215,1.252.0.0,Directed
0.0.2.216,1.213.0.0,Directed
0.0.2.216,1.213.0.0,Directed
0.0.2.217,1.23.1.0,Directed
0.0.2.217,1.23.1.0,Directed
0.0.2.218,1.30.1.0,Directed
0.0.2.218,1.30.1.0,Directed
0.0.2.219,1.17.1.0,Directed
0.0.2.219,1.17.1.0,Directed
0.0.2.22,1.240.0.0,Directed
0.0.2.22,1.240.0.0,Directed
0.0.2.220,1.247.0.0,Directed
0.0.2.220,1.247.0.0,Directed
0.0.2.221,1.207.0.0,Directed
0.0.2.221,1.207.0.0,Directed
0.0.2.222,1.12.1.0,Directed
0.0.2.222,1.12.1.0,Directed
0.0.2.223,1.250.0.0,Directed
0.0.2.223,1.250.0.0,Directed
0.0.2.224,1.232.0.0,Directed
0.0.2.224,1.232.0.0,Directed
0.0.2.225,1.25.1.0,Directed
0.0.2.225,1.25.1.0,Directed
0.0.2.226,1.215.0.0,Directed
0.0.2.226,1.215.0.0,Directed
0.0.2.227,1.20.1.0,Directed
0.0.2.227,1.20.1.0,Directed
0.0.2.228,1.13.1.0,Directed
0.0.2.228,1.13.1.0,Directed
0.0.2.229,1.32.1.0,Directed
0.0.2.229,1.32.1.0,Directed
0.0.2.23,1.101.0.0,Directed
0.0.2.23,1.101.0.0,Directed
0.0.2.230,1.251.0.0,Directed
0.0.2.230,1.251.0.0,Directed
0.0.2.231,1.249.0.0,Directed
0.0.2.231,1.249.0.0,Directed
0.0.2.232,1.246.0.0,Directed
0.0.2.232,1.246.0.0,Directed
0.0.2.233,1.197.0.0,Directed
0.0.2.233,1.197.0.0,Directed
0.0.2.234,1.252.0.0,Directed
0.0.2.234,1.252.0.0,Directed
0.0.2.235,1.216.0.0,Directed
0.0.2.235,1.216.0.0,Directed
0.0.2.236,1.217.0.0,Directed
0.0.2.236,1.217.0.0,Directed
0.0.2.237,1.244.0.0,Directed
0.0.2.237,1.244.0.0,Directed
0.0.2.238,1.15.1.0,Directed
0.0.2.238,1.15.1.0,Directed
0.0.2.239,1.34.1.0,Directed
0.0.2.239,1.34.1.0,Directed
0.0.2.24,1.113.0.0,Directed
0.0.2.24,1.113.0.0,Directed
0.0.2.240,1.198.0.0,Directed
0.0.2.240,1.198.0.0,Directed
0.0.2.241,1.199.0.0,Directed
0.0.2.241,1.199.0.0,Directed
0.0.2.242,1.218.0.0,Directed
0.0.2.242,1.218.0.0,Directed
0.0.2.243,1.252.0.0,Directed
0.0.2.243,1.252.0.0,Directed
0.0.2.244,1.35.1.0,Directed
0.0.2.244,1.35.1.0,Directed
0.0.2.245,1.254.0.0,Directed
0.0.2.245,1.254.0.0,Directed
0.0.2.246,1.200.0.0,Directed
0.0.2.246,1.200.0.0,Directed
0.0.2.247,1.253.0.0,Directed
0.0.2.247,1.253.0.0,Directed
0.0.2.248,1.236.0.0,Directed
0.0.2.248,1.236.0.0,Directed
0.0.2.249,1.163.0.0,Directed
0.0.2.249,1.163.0.0,Directed
0.0.2.25,1.204.0.0,Directed
0.0.2.25,1.204.0.0,Directed
0.0.2.250,1.17.1.0,Directed
0.0.2.250,1.17.1.0,Directed
0.0.2.251,1.10.1.0,Directed
0.0.2.251,1.10.1.0,Directed
0.0.2.252,1.237.0.0,Directed
0.0.2.252,1.237.0.0,Directed
0.0.2.253,1.37.1.0,Directed
0.0.2.253,1.37.1.0,Directed
0.0.2.254,1.219.0.0,Directed
0.0.2.254,1.219.0.0,Directed
0.0.2.255,1.18.1.0,Directed
0.0.2.255,1.18.1.0,Directed
0.0.2.26,1.223.0.0,Directed
0.0.2.26,1.223.0.0,Directed
0.0.2.27,1.205.0.0,Directed
0.0.2.27,1.205.0.0,Directed
0.0.2.28,1.241.0.0,Directed
0.0.2.28,1.241.0.0,Directed
0.0.2.29,1.206.0.0,Directed
0.0.2.29,1.206.0.0,Directed
0.0.2.3,1.235.0.0,Directed
0.0.2.3,1.235.0.0,Directed
0.0.2.30,1.242.0.0,Directed
0.0.2.30,1.242.0.0,Directed
0.0.2.31,1.225.0.0,Directed
0.0.2.31,1.225.0.0,Directed
0.0.2.32,1.243.0.0,Directed
0.0.2.32,1.243.0.0,Directed
0.0.2.33,1.103.0.0,Directed
0.0.2.33,1.103.0.0,Directed
0.0.2.34,1.224.0.0,Directed
0.0.2.34,1.224.0.0,Directed
0.0.2.35,1.226.0.0,Directed
0.0.2.35,1.226.0.0,Directed
0.0.2.36,1.244.0.0,Directed
0.0.2.36,1.244.0.0,Directed
0.0.2.37,1.171.0.0,Directed
0.0.2.37,1.171.0.0,Directed
0.0.2.38,1.232.0.0,Directed
0.0.2.38,1.232.0.0,Directed
0.0.2.39,1.209.0.0,Directed
0.0.2.39,1.209.0.0,Directed
0.0.2.4,1.197.0.0,Directed
0.0.2.4,1.197.0.0,Directed
0.0.2.40,1.227.0.0,Directed
0.0.2.40,1.227.0.0,Directed
0.0.2.41,1.245.0.0,Directed
0.0.2.41,1.245.0.0,Directed
0.0.2.42,1.201.0.0,Directed
0.0.2.42,1.201.0.0,Directed
0.0.2.43,1.210.0.0,Directed
0.0.2.43,1.210.0.0,Directed
0.0.2.44,1.228.0.0,Directed
0.0.2.44,1.228.0.0,Directed
0.0.2.45,1.191.0.0,Directed
0.0.2.45,1.191.0.0,Directed
0.0.2.46,1.246.0.0,Directed
0.0.2.46,1.246.0.0,Directed
0.0.2.47,1.211.0.0,Directed
0.0.2.47,1.211.0.0,Directed
0.0.2.48,1.105.0.0,Directed
0.0.2.48,1.105.0.0,Directed
0.0.2.49,1.229.0.0,Directed
0.0.2.49,1.229.0.0,Directed
0.0.2.5,1.218.0.0,Directed
0.0.2.5,1.218.0.0,Directed
0.0.2.50,1.247.0.0,Directed
0.0.2.50,1.247.0.0,Directed
0.0.2.51,1.230.0.0,Directed
0.0.2.51,1.230.0.0,Directed
0.0.2.52,1.119.0.0,Directed
0.0.2.52,1.119.0.0,Directed
0.0.2.53,1.214.0.0,Directed
0.0.2.53,1.214.0.0,Directed
0.0.2.54,1.107.0.0,Directed
0.0.2.54,1.107.0.0,Directed
0.0.2.55,1.250.0.0,Directed
0.0.2.55,1.250.0.0,Directed
0.0.2.56,1.228.0.0,Directed
0.0.2.56,1.228.0.0,Directed
0.0.2.57,1.251.0.0,Directed
0.0.2.57,1.251.0.0,Directed
0.0.2.58,1.249.0.0,Directed
0.0.2.58,1.249.0.0,Directed
0.0.2.59,1.215.0.0,Directed
0.0.2.59,1.215.0.0,Directed
0.0.2.6,1.199.0.0,Directed
0.0.2.6,1.199.0.0,Directed
0.0.2.60,1.233.0.0,Directed
0.0.2.60,1.233.0.0,Directed
0.0.2.61,1.214.0.0,Directed
0.0.2.61,1.214.0.0,Directed
0.0.2.62,1.252.0.0,Directed
0.0.2.62,1.252.0.0,Directed
0.0.2.63,1.245.0.0,Directed
0.0.2.63,1.245.0.0,Directed
0.0.2.64,1.121.0.0,Directed
0.0.2.64,1.121.0.0,Directed
0.0.2.65,1.222.0.0,Directed
0.0.2.65,1.222.0.0,Directed
0.0.2.66,1.218.0.0,Directed
0.0.2.66,1.218.0.0,Directed
0.0.2.67,1.236.0.0,Directed
0.0.2.67,1.236.0.0,Directed
0.0.2.68,1.197.0.0,Directed
0.0.2.68,1.197.0.0,Directed
0.0.2.69,1.235.0.0,Directed
0.0.2.69,1.235.0.0,Directed
0.0.2.7,1.226.0.0,Directed
0.0.2.7,1.226.0.0,Directed
0.0.2.70,1.254.0.0,Directed
0.0.2.70,1.254.0.0,Directed
0.0.2.71,1.248.0.0,Directed
0.0.2.71,1.248.0.0,Directed
0.0.2.72,1.200.0.0,Directed
0.0.2.72,1.200.0.0,Directed
0.0.2.73,1.255.0.0,Directed
0.0.2.73,1.255.0.0,Directed
0.0.2.74,1.218.0.0,Directed
0.0.2.74,1.218.0.0,Directed
0.0.2.75,1.201.0.0,Directed
0.0.2.75,1.201.0.0,Directed
0.0.2.76,1.237.0.0,Directed
0.0.2.76,1.237.0.0,Directed
0.0.2.77,1.220.0.0,Directed
0.0.2.77,1.220.0.0,Directed
0.0.2.78,1.202.0.0,Directed
0.0.2.78,1.202.0.0,Directed
0.0.2.79,1.111.0.0,Directed
0.0.2.79,1.111.0.0,Directed
0.0.2.8,1.236.0.0,Directed
0.0.2.8,1.236.0.0,Directed
0.0.2.80,1.243.0.0,Directed
0.0.2.80,1.243.0.0,Directed
0.0.2.81,1.1.1.0,Directed
0.0.2.81,1.1.1.0,Directed
0.0.2.82,1.239.0.0,Directed
0.0.2.82,1.239.0.0,Directed
0.0.2.83,1.0.1.0,Directed
0.0.2.83,1.0.1.0,Directed
0.0.2.84,1.203.0.0,Directed
0.0.2.84,1.203.0.0,Directed
0.0.2.85,1.221.0.0,Directed
0.0.2.85,1.221.0.0,Directed
0.0.2.86,1.2.1.0,Directed
0.0.2.86,1.2.1.0,Directed
0.0.2.87,1.222.0.0,Directed
0.0.2.87,1.222.0.0,Directed
0.0.2.88,1.204.0.0,Directed
0.0.2.88,1.204.0.0,Directed
0.0.2.89,1.3.1.0,Directed
0.0.2.89,1.3.1.0,Directed
0.0.2.9,1.200.0.0,Directed
0.0.2.9,1.200.0.0,Directed
0.0.2.90,1.223.0.0,Directed
0.0.2.90,1.223.0.0,Directed
0.0.2.91,1.241.0.0,Directed
0.0.2.91,1.50.1.0,Directed
0.0.2.91,1.241.0.0,Directed
0.0.2.91,1.50.1.0,Directed
0.0.2.92,1.4.1.0,Directed
0.0.2.92,1.4.1.0,Directed
0.0.2.93,1.244.0.0,Directed
0.0.2.93,1.244.0.0,Directed
0.0.2.94,1.206.0.0,Directed
0.0.2.94,1.206.0.0,Directed
0.0.2.95,1.241.0.0,Directed
0.0.2.95,1.241.0.0,Directed
0.0.2.96,1.242.0.0,Directed
0.0.2.96,1.242.0.0,Directed
0.0.2.97,1.229.0.0,Directed
0.0.2.97,1.229.0.0,Directed
0.0.2.98,1.227.0.0,Directed
0.0.2.98,1.227.0.0,Directed
0.0.2.99,1.5.1.0,Directed
0.0.2.99,1.5.1.0,Directed
0.0.21.19,1.134.13.0,Directed
0.0.21.19,1.134.13.0,Directed
0.0.214.97,1.23.0.0,Directed
0.0.228.37,1.206.0.0,Directed
0.0.26.141,1.134.13.0,Directed
0.0.26.141,1.134.13.0,Directed
0.0.28.75,1.61.1.0,Directed
0.0.28.75,1.61.1.0,Directed
0.0.3.0,1.220.0.0,Directed
0.0.3.0,1.220.0.0,Directed
0.0.3.1,1.38.1.0,Directed
0.0.3.1,1.38.1.0,Directed
0.0.3.10,1.39.1.0,Directed
0.0.3.10,1.39.1.0,Directed
0.0.3.100,1.1.1.0,Directed
0.0.3.100,1.1.1.0,Directed
0.0.3.101,1.19.1.0,Directed
0.0.3.101,1.19.1.0,Directed
0.0.3.102,1.203.0.0,Directed
0.0.3.102,1.203.0.0,Directed
0.0.3.103,1.239.0.0,Directed
0.0.3.103,1.239.0.0,Directed
0.0.3.104,1.39.1.0,Directed
0.0.3.104,1.39.1.0,Directed
0.0.3.105,1.20.1.0,Directed
0.0.3.105,1.20.1.0,Directed
0.0.3.106,1.40.1.0,Directed
0.0.3.106,1.40.1.0,Directed
0.0.3.107,1.59.1.0,Directed
0.0.3.107,1.59.1.0,Directed
0.0.3.108,1.204.0.0,Directed
0.0.3.108,1.204.0.0,Directed
0.0.3.109,1.238.0.0,Directed
0.0.3.109,1.238.0.0,Directed
0.0.3.11,1.1.1.0,Directed
0.0.3.11,1.1.1.0,Directed
0.0.3.110,1.46.1.0,Directed
0.0.3.110,1.46.1.0,Directed
0.0.3.111,1.240.0.0,Directed
0.0.3.111,1.240.0.0,Directed
0.0.3.112,1.3.1.0,Directed
0.0.3.112,1.3.1.0,Directed
0.0.3.113,1.230.0.0,Directed
0.0.3.113,1.230.0.0,Directed
0.0.3.114,1.41.1.0,Directed
0.0.3.114,1.41.1.0,Directed
0.0.3.115,1.60.1.0,Directed
0.0.3.115,1.60.1.0,Directed
0.0.3.116,1.205.0.0,Directed
0.0.3.116,1.205.0.0,Directed
0.0.3.117,1.44.1.0,Directed
0.0.3.117,1.44.1.0,Directed
0.0.3.118,1.241.0.0,Directed
0.0.3.118,1.241.0.0,Directed
0.0.3.119,1.25.1.0,Directed
0.0.3.119,1.25.1.0,Directed
0.0.3.12,1.239.0.0,Directed
0.0.3.12,1.239.0.0,Directed
0.0.3.120,1.34.1.0,Directed
0.0.3.120,1.34.1.0,Directed
0.0.3.121,1.42.1.0,Directed
0.0.3.121,1.42.1.0,Directed
0.0.3.122,1.206.0.0,Directed
0.0.3.122,1.206.0.0,Directed
0.0.3.123,1.4.1.0,Directed
0.0.3.123,1.4.1.0,Directed
0.0.3.124,1.242.0.0,Directed
0.0.3.124,1.242.0.0,Directed
0.0.3.125,1.207.0.0,Directed
0.0.3.125,1.207.0.0,Directed
0.0.3.126,1.62.1.0,Directed
0.0.3.126,1.62.1.0,Directed
0.0.3.127,1.43.1.0,Directed
0.0.3.127,1.43.1.0,Directed
0.0.3.128,1.225.0.0,Directed
0.0.3.128,1.225.0.0,Directed
0.0.3.129,1.75.0.0,Directed
0.0.3.129,1.75.0.0,Directed
0.0.3.13,1.203.0.0,Directed
0.0.3.13,1.203.0.0,Directed
0.0.3.130,1.29.1.0,Directed
0.0.3.130,1.24.1.0,Directed
0.0.3.130,1.29.1.0,Directed
0.0.3.130,1.24.1.0,Directed
0.0.3.131,1.63.1.0,Directed
0.0.3.131,1.63.1.0,Directed
0.0.3.132,1.208.0.0,Directed
0.0.3.132,1.208.0.0,Directed
0.0.3.133,1.44.1.0,Directed
0.0.3.133,1.44.1.0,Directed
0.0.3.134,1.226.0.0,Directed
0.0.3.134,1.226.0.0,Directed
0.0.3.135,1.244.0.0,Directed
0.0.3.135,1.244.0.0,Directed
0.0.3.136,1.209.0.0,Directed
0.0.3.136,1.209.0.0,Directed
0.0.3.137,1.45.1.0,Directed
0.0.3.137,1.45.1.0,Directed
0.0.3.138,1.5.1.0,Directed
0.0.3.138,1.5.1.0,Directed
0.0.3.139,1.171.0.0,Directed
0.0.3.139,1.171.0.0,Directed
0.0.3.14,1.26.1.0,Directed
0.0.3.14,1.26.1.0,Directed
0.0.3.140,1.216.0.0,Directed
0.0.3.140,1.216.0.0,Directed
0.0.3.141,1.245.0.0,Directed
0.0.3.141,1.245.0.0,Directed
0.0.3.142,1.65.1.0,Directed
0.0.3.142,1.65.1.0,Directed
0.0.3.143,1.246.0.0,Directed
0.0.3.143,1.246.0.0,Directed
0.0.3.144,1.211.0.0,Directed
0.0.3.144,1.211.0.0,Directed
0.0.3.145,1.191.0.0,Directed
0.0.3.145,1.191.0.0,Directed
0.0.3.146,1.66.1.0,Directed
0.0.3.146,1.66.1.0,Directed
0.0.3.147,1.26.1.0,Directed
0.0.3.147,1.26.1.0,Directed
0.0.3.148,1.48.1.0,Directed
0.0.3.148,1.48.1.0,Directed
0.0.3.149,1.10.1.0,Directed
0.0.3.149,1.10.1.0,Directed
0.0.3.15,1.19.1.0,Directed
0.0.3.15,1.19.1.0,Directed
0.0.3.150,1.212.0.0,Directed
0.0.3.150,1.212.0.0,Directed
0.0.3.151,1.230.0.0,Directed
0.0.3.151,1.230.0.0,Directed
0.0.3.152,1.49.1.0,Directed
0.0.3.152,1.49.1.0,Directed
0.0.3.153,1.213.0.0,Directed
0.0.3.153,1.213.0.0,Directed
0.0.3.154,1.248.0.0,Directed
0.0.3.154,1.248.0.0,Directed
0.0.3.155,1.30.1.0,Directed
0.0.3.155,1.30.1.0,Directed
0.0.3.156,1.11.1.0,Directed
0.0.3.156,1.11.1.0,Directed
0.0.3.157,1.231.0.0,Directed
0.0.3.157,1.231.0.0,Directed
0.0.3.158,1.68.1.0,Directed
0.0.3.158,1.68.1.0,Directed
0.0.3.159,1.49.1.0,Directed
0.0.3.159,1.49.1.0,Directed
0.0.3.16,1.205.0.0,Directed
0.0.3.16,1.205.0.0,Directed
0.0.3.160,1.249.0.0,Directed
0.0.3.160,1.249.0.0,Directed
0.0.3.161,1.12.1.0,Directed
0.0.3.161,1.12.1.0,Directed
0.0.3.162,1.31.1.0,Directed
0.0.3.162,1.31.1.0,Directed
0.0.3.163,1.232.0.0,Directed
0.0.3.163,1.232.0.0,Directed
0.0.3.164,1.250.0.0,Directed
0.0.3.164,1.250.0.0,Directed
0.0.3.165,1.47.1.0,Directed
0.0.3.165,1.47.1.0,Directed
0.0.3.166,1.45.1.0,Directed
0.0.3.166,1.45.1.0,Directed
0.0.3.167,1.51.1.0,Directed
0.0.3.167,1.51.1.0,Directed
0.0.3.168,1.215.0.0,Directed
0.0.3.168,1.215.0.0,Directed
0.0.3.169,1.13.1.0,Directed
0.0.3.169,1.13.1.0,Directed
0.0.3.17,1.7.1.0,Directed
0.0.3.17,1.7.1.0,Directed
0.0.3.170,1.70.1.0,Directed
0.0.3.170,1.70.1.0,Directed
0.0.3.171,1.251.0.0,Directed
0.0.3.171,1.251.0.0,Directed
0.0.3.172,1.52.1.0,Directed
0.0.3.172,1.60.1.0,Directed
0.0.3.172,1.52.1.0,Directed
0.0.3.172,1.60.1.0,Directed
0.0.3.173,1.233.0.0,Directed
0.0.3.173,1.233.0.0,Directed
0.0.3.174,1.197.0.0,Directed
0.0.3.174,1.197.0.0,Directed
0.0.3.175,1.216.0.0,Directed
0.0.3.175,1.216.0.0,Directed
0.0.3.176,1.71.1.0,Directed
0.0.3.176,1.71.1.0,Directed
0.0.3.177,1.33.1.0,Directed
0.0.3.177,1.33.1.0,Directed
0.0.3.178,1.252.0.0,Directed
0.0.3.178,1.252.0.0,Directed
0.0.3.179,1.49.1.0,Directed
0.0.3.179,1.49.1.0,Directed
0.0.3.18,1.22.1.0,Directed
0.0.3.18,1.22.1.0,Directed
0.0.3.180,1.53.1.0,Directed
0.0.3.180,1.53.1.0,Directed
0.0.3.181,1.198.0.0,Directed
0.0.3.181,1.198.0.0,Directed
0.0.3.182,1.34.1.0,Directed
0.0.3.182,1.34.1.0,Directed
0.0.3.183,1.46.1.0,Directed
0.0.3.183,1.46.1.0,Directed
0.0.3.184,1.15.1.0,Directed
0.0.3.184,1.15.1.0,Directed
0.0.3.185,1.55.1.0,Directed
0.0.3.185,1.55.1.0,Directed
0.0.3.186,1.254.0.0,Directed
0.0.3.186,1.254.0.0,Directed
0.0.3.187,1.17.1.0,Directed
0.0.3.187,1.17.1.0,Directed
0.0.3.188,1.3.1.0,Directed
0.0.3.188,1.3.1.0,Directed
0.0.3.189,1.36.1.0,Directed
0.0.3.189,1.36.1.0,Directed
0.0.3.19,1.222.0.0,Directed
0.0.3.19,1.222.0.0,Directed
0.0.3.190,1.163.0.0,Directed
0.0.3.190,1.163.0.0,Directed
0.0.3.191,1.255.0.0,Directed
0.0.3.191,1.255.0.0,Directed
0.0.3.192,1.74.1.0,Directed
0.0.3.192,1.74.1.0,Directed
0.0.3.193,1.231.0.0,Directed
0.0.3.193,1.231.0.0,Directed
0.0.3.194,1.37.1.0,Directed
0.0.3.194,1.37.1.0,Directed
0.0.3.195,1.54.1.0,Directed
0.0.3.195,1.54.1.0,Directed
0.0.3.196,1.75.1.0,Directed
0.0.3.196,1.75.1.0,Directed
0.0.3.197,1.220.0.0,Directed
0.0.3.197,1.220.0.0,Directed
0.0.3.198,1.237.0.0,Directed
0.0.3.198,1.237.0.0,Directed
0.0.3.199,1.18.1.0,Directed
0.0.3.199,1.18.1.0,Directed
0.0.3.2,1.238.0.0,Directed
0.0.3.2,1.238.0.0,Directed
0.0.3.20,1.41.1.0,Directed
0.0.3.20,1.41.1.0,Directed
0.0.3.200,1.202.0.0,Directed
0.0.3.200,1.202.0.0,Directed
0.0.3.201,1.200.0.0,Directed
0.0.3.201,1.200.0.0,Directed
0.0.3.202,1.221.0.0,Directed
0.0.3.202,1.221.0.0,Directed
0.0.3.203,1.0.1.0,Directed
0.0.3.203,1.0.1.0,Directed
0.0.3.204,1.57.1.0,Directed
0.0.3.204,1.57.1.0,Directed
0.0.3.205,1.58.1.0,Directed
0.0.3.205,1.58.1.0,Directed
0.0.3.206,1.39.1.0,Directed
0.0.3.206,1.39.1.0,Directed
0.0.3.207,1.30.1.0,Directed
0.0.3.207,1.30.1.0,Directed
0.0.3.208,1.239.0.0,Directed
0.0.3.208,1.239.0.0,Directed
0.0.3.209,1.1.1.0,Directed
0.0.3.209,1.1.1.0,Directed
0.0.3.21,1.42.1.0,Directed
0.0.3.21,1.42.1.0,Directed
0.0.3.210,1.51.1.0,Directed
0.0.3.210,1.51.1.0,Directed
0.0.3.211,1.77.1.0,Directed
0.0.3.211,1.77.1.0,Directed
0.0.3.212,1.23.1.0,Directed
0.0.3.212,1.23.1.0,Directed
0.0.3.213,1.20.1.0,Directed
0.0.3.213,1.20.1.0,Directed
0.0.3.214,1.219.0.0,Directed
0.0.3.214,1.219.0.0,Directed
0.0.3.215,1.222.0.0,Directed
0.0.3.215,1.222.0.0,Directed
0.0.3.216,1.2.1.0,Directed
0.0.3.216,1.2.1.0,Directed
0.0.3.217,1.40.1.0,Directed
0.0.3.217,1.40.1.0,Directed
0.0.3.218,1.203.0.0,Directed
0.0.3.218,1.203.0.0,Directed
0.0.3.219,1.78.1.0,Directed
0.0.3.219,1.78.1.0,Directed
0.0.3.22,1.242.0.0,Directed
0.0.3.22,1.242.0.0,Directed
0.0.3.220,1.39.1.0,Directed
0.0.3.220,1.39.1.0,Directed
0.0.3.221,1.3.1.0,Directed
0.0.3.221,1.3.1.0,Directed
0.0.3.222,1.52.1.0,Directed
0.0.3.222,1.52.1.0,Directed
0.0.3.223,1.41.1.0,Directed
0.0.3.223,1.41.1.0,Directed
0.0.3.224,1.60.1.0,Directed
0.0.3.224,1.60.1.0,Directed
0.0.3.225,1.205.0.0,Directed
0.0.3.225,1.205.0.0,Directed
0.0.3.226,1.53.1.0,Directed
0.0.3.226,1.53.1.0,Directed
0.0.3.227,1.22.1.0,Directed
0.0.3.227,1.22.1.0,Directed
0.0.3.228,1.79.1.0,Directed
0.0.3.228,1.79.1.0,Directed
0.0.3.229,1.223.0.0,Directed
0.0.3.229,1.223.0.0,Directed
0.0.3.23,1.29.1.0,Directed
0.0.3.23,1.29.1.0,Directed
0.0.3.230,1.241.0.0,Directed
0.0.3.230,1.241.0.0,Directed
0.0.3.231,1.26.1.0,Directed
0.0.3.231,1.26.1.0,Directed
0.0.3.232,1.62.1.0,Directed
0.0.3.232,1.62.1.0,Directed
0.0.3.233,1.47.1.0,Directed
0.0.3.233,1.47.1.0,Directed
0.0.3.234,1.23.1.0,Directed
0.0.3.234,1.23.1.0,Directed
0.0.3.235,1.80.1.0,Directed
0.0.3.235,1.80.1.0,Directed
0.0.3.236,1.242.0.0,Directed
0.0.3.236,1.242.0.0,Directed
0.0.3.237,1.42.1.0,Directed
0.0.3.237,1.42.1.0,Directed
0.0.3.238,1.206.0.0,Directed
0.0.3.238,1.206.0.0,Directed
0.0.3.239,1.228.0.0,Directed
0.0.3.239,1.228.0.0,Directed
0.0.3.24,1.225.0.0,Directed
0.0.3.24,1.225.0.0,Directed
0.0.3.240,1.67.1.0,Directed
0.0.3.240,1.67.1.0,Directed
0.0.3.241,1.225.0.0,Directed
0.0.3.241,1.225.0.0,Directed
0.0.3.242,1.207.0.0,Directed
0.0.3.242,1.207.0.0,Directed
0.0.3.243,1.81.1.0,Directed
0.0.3.243,1.81.1.0,Directed
0.0.3.244,1.243.0.0,Directed
0.0.3.244,1.243.0.0,Directed
0.0.3.245,1.24.1.0,Directed
0.0.3.245,1.24.1.0,Directed
0.0.3.246,1.63.1.0,Directed
0.0.3.246,1.63.1.0,Directed
0.0.3.247,1.208.0.0,Directed
0.0.3.247,1.208.0.0,Directed
0.0.3.248,1.44.1.0,Directed
0.0.3.248,1.44.1.0,Directed
0.0.3.249,1.5.1.0,Directed
0.0.3.249,1.5.1.0,Directed
0.0.3.25,1.15.1.0,Directed
0.0.3.25,1.15.1.0,Directed
0.0.3.250,1.82.1.0,Directed
0.0.3.250,1.82.1.0,Directed
