Source,Target,Type
0.0.1.173,1.111.0.0,Directed
0.0.1.173,1.111.0.0,Directed
0.0.1.174,1.201.0.0,Directed
0.0.1.174,1.201.0.0,Directed
0.0.1.175,1.202.0.0,Directed
0.0.1.175,1.202.0.0,Directed
0.0.1.176,1.81.0.0,Directed
0.0.1.176,1.81.0.0,Directed
0.0.1.177,1.203.0.0,Directed
0.0.1.177,1.203.0.0,Directed
0.0.1.178,1.91.0.0,Directed
0.0.1.178,1.91.0.0,Directed
0.0.1.179,1.204.0.0,Directed
0.0.1.179,1.204.0.0,Directed
0.0.1.18,1.119.0.0,Directed
0.0.1.18,1.119.0.0,Directed
0.0.1.180,1.113.0.0,Directed
0.0.1.180,1.113.0.0,Directed
0.0.1.181,1.198.0.0,Directed
0.0.1.181,1.198.0.0,Directed
0.0.1.182,1.205.0.0,Directed
0.0.1.182,1.205.0.0,Directed
0.0.1.183,1.206.0.0,Directed
0.0.1.183,1.206.0.0,Directed
0.0.1.184,1.117.0.0,Directed
0.0.1.184,1.117.0.0,Directed
0.0.1.185,1.207.0.0,Directed
0.0.1.185,1.207.0.0,Directed
0.0.1.186,1.119.0.0,Directed
0.0.1.186,1.119.0.0,Directed
0.0.1.187,1.103.0.0,Directed
0.0.1.187,1.103.0.0,Directed
0.0.1.188,1.115.0.0,Directed
0.0.1.188,1.115.0.0,Directed
0.0.1.189,1.127.0.0,Directed
0.0.1.189,1.127.0.0,Directed
0.0.1.19,1.95.0.0,Directed
0.0.1.19,1.95.0.0,Directed
0.0.1.190,1.208.0.0,Directed
0.0.1.190,1.208.0.0,Directed
0.0.1.191,1.209.0.0,Directed
0.0.1.191,1.209.0.0,Directed
0.0.1.192,1.210.0.0,Directed
0.0.1.192,1.210.0.0,Directed
0.0.1.193,1.128.0.0,Directed
0.0.1.193,1.128.0.0,Directed
0.0.1.194,1.191.0.0,Directed
0.0.1.194,1.191.0.0,Directed
0.0.1.195,1.85.0.0,Directed
0.0.1.195,1.85.0.0,Directed
0.0.1.196,1.105.0.0,Directed
0.0.1.196,1.105.0.0,Directed
0.0.1.197,1.192.0.0,Directed
0.0.1.197,1.192.0.0,Directed
0.0.1.198,1.212.0.0,Directed
0.0.1.198,1.212.0.0,Directed
0.0.1.199,1.213.0.0,Directed
0.0.1.199,1.213.0.0,Directed
0.0.1.2,1.35.0.0,Directed
0.0.1.2,1.79.0.0,Directed
0.0.1.2,1.35.0.0,Directed
0.0.1.2,1.79.0.0,Directed
0.0.1.20,1.49.0.0,Directed
0.0.1.20,1.49.0.0,Directed
0.0.1.200,1.119.0.0,Directed
0.0.1.200,1.119.0.0,Directed
0.0.1.201,1.97.0.0,Directed
0.0.1.201,1.97.0.0,Directed
0.0.1.202,1.201.0.0,Directed
0.0.1.202,1.201.0.0,Directed
0.0.1.203,1.214.0.0,Directed
0.0.1.203,1.214.0.0,Directed
0.0.1.204,1.163.0.0,Directed
0.0.1.204,1.163.0.0,Directed
0.0.1.205,1.215.0.0,Directed
0.0.1.205,1.215.0.0,Directed
0.0.1.206,1.97.0.0,Directed
0.0.1.206,1.248.0.0,Directed
0.0.1.206,1.97.0.0,Directed
0.0.1.206,1.248.0.0,Directed
0.0.1.207,1.197.0.0,Directed
0.0.1.207,1.197.0.0,Directed
0.0.1.208,1.216.0.0,Directed
0.0.1.208,1.216.0.0,Directed
0.0.1.209,1.171.0.0,Directed
0.0.1.209,1.171.0.0,Directed
0.0.1.21,1.107.0.0,Directed
0.0.1.21,1.107.0.0,Directed
0.0.1.210,1.109.0.0,Directed
0.0.1.210,1.109.0.0,Directed
0.0.1.211,1.191.0.0,Directed
0.0.1.211,1.191.0.0,Directed
0.0.1.212,1.199.0.0,Directed
0.0.1.212,1.199.0.0,Directed
0.0.1.213,1.89.0.0,Directed
0.0.1.213,1.89.0.0,Directed
0.0.1.214,1.218.0.0,Directed
0.0.1.214,1.218.0.0,Directed
0.0.1.215,1.200.0.0,Directed
0.0.1.215,1.200.0.0,Directed
0.0.1.216,1.199.0.0,Directed
0.0.1.216,1.199.0.0,Directed
0.0.1.217,1.163.0.0,Directed
0.0.1.217,1.163.0.0,Directed
0.0.1.218,1.219.0.0,Directed
0.0.1.218,1.219.0.0,Directed
0.0.1.219,1.201.0.0,Directed
0.0.1.219,1.201.0.0,Directed
0.0.1.22,1.99.0.0,Directed
0.0.1.22,1.99.0.0,Directed
0.0.1.220,1.111.0.0,Directed
0.0.1.220,1.111.0.0,Directed
0.0.1.221,1.207.0.0,Directed
0.0.1.221,1.207.0.0,Directed
0.0.1.222,1.220.0.0,Directed
0.0.1.222,1.220.0.0,Directed
0.0.1.223,1.202.0.0,Directed
0.0.1.223,1.202.0.0,Directed
0.0.1.224,1.208.0.0,Directed
0.0.1.224,1.208.0.0,Directed
0.0.1.225,1.99.0.0,Directed
0.0.1.225,1.99.0.0,Directed
0.0.1.226,1.203.0.0,Directed
0.0.1.226,1.203.0.0,Directed
0.0.1.227,1.222.0.0,Directed
0.0.1.227,1.222.0.0,Directed
0.0.1.228,1.223.0.0,Directed
0.0.1.228,1.223.0.0,Directed
0.0.1.229,1.224.0.0,Directed
0.0.1.229,1.224.0.0,Directed
0.0.1.23,1.41.0.0,Directed
0.0.1.23,1.41.0.0,Directed
0.0.1.230,1.206.0.0,Directed
0.0.1.230,1.206.0.0,Directed
0.0.1.231,1.207.0.0,Directed
0.0.1.231,1.207.0.0,Directed
0.0.1.232,1.225.0.0,Directed
0.0.1.232,1.225.0.0,Directed
0.0.1.233,1.200.0.0,Directed
0.0.1.233,1.200.0.0,Directed
0.0.1.234,1.219.0.0,Directed
0.0.1.234,1.219.0.0,Directed
0.0.1.235,1.93.0.0,Directed
0.0.1.235,1.93.0.0,Directed
0.0.1.236,1.220.0.0,Directed
0.0.1.236,1.220.0.0,Directed
0.0.1.237,1.213.0.0,Directed
0.0.1.237,1.213.0.0,Directed
0.0.1.238,1.171.0.0,Directed
0.0.1.238,1.171.0.0,Directed
0.0.1.239,1.115.0.0,Directed
0.0.1.239,1.115.0.0,Directed
0.0.1.24,1.105.0.0,Directed
0.0.1.24,1.105.0.0,Directed
0.0.1.240,1.209.0.0,Directed
0.0.1.240,1.209.0.0,Directed
0.0.1.241,1.128.0.0,Directed
0.0.1.241,1.128.0.0,Directed
0.0.1.242,1.210.0.0,Directed
0.0.1.242,1.210.0.0,Directed
0.0.1.243,1.228.0.0,Directed
0.0.1.243,1.228.0.0,Directed
0.0.1.244,1.117.0.0,Directed
0.0.1.244,1.117.0.0,Directed
0.0.1.245,1.211.0.0,Directed
0.0.1.245,1.75.1.0,Directed
0.0.1.245,1.211.0.0,Directed
0.0.1.245,1.75.1.0,Directed
0.0.1.246,1.192.0.0,Directed
0.0.1.246,1.192.0.0,Directed
0.0.1.247,1.95.0.0,Directed
0.0.1.247,1.95.0.0,Directed
0.0.1.248,1.212.0.0,Directed
0.0.1.248,1.212.0.0,Directed
0.0.1.249,1.213.0.0,Directed
0.0.1.249,1.213.0.0,Directed
0.0.1.25,1.79.0.0,Directed
0.0.1.25,1.79.0.0,Directed
0.0.1.250,1.205.0.0,Directed
0.0.1.250,1.205.0.0,Directed
0.0.1.251,1.214.0.0,Directed
0.0.1.251,1.214.0.0,Directed
0.0.1.252,1.215.0.0,Directed
0.0.1.252,1.215.0.0,Directed
0.0.1.253,1.107.0.0,Directed
0.0.1.253,1.107.0.0,Directed
0.0.1.254,1.233.0.0,Directed
0.0.1.254,1.233.0.0,Directed
0.0.1.255,1.97.0.0,Directed
0.0.1.255,1.97.0.0,Directed
0.0.1.26,1.89.0.0,Directed
0.0.1.26,1.89.0.0,Directed
0.0.1.27,1.61.0.0,Directed
0.0.1.27,1.61.0.0,Directed
0.0.1.28,1.111.0.0,Directed
0.0.1.28,1.111.0.0,Directed
0.0.1.29,1.59.0.0,Directed
0.0.1.29,1.59.0.0,Directed
0.0.1.3,1.63.0.0,Directed
0.0.1.3,1.63.0.0,Directed
0.0.1.30,1.111.0.0,Directed
0.0.1.30,1.111.0.0,Directed
0.0.1.31,1.53.0.0,Directed
0.0.1.31,1.53.0.0,Directed
0.0.1.32,1.87.0.0,Directed
0.0.1.32,1.87.0.0,Directed
0.0.1.33,1.91.0.0,Directed
0.0.1.33,1.91.0.0,Directed
0.0.1.34,1.101.0.0,Directed
0.0.1.34,1.88.1.0,Directed
0.0.1.34,1.101.0.0,Directed
0.0.1.34,1.88.1.0,Directed
0.0.1.35,1.113.0.0,Directed
0.0.1.35,1.113.0.0,Directed
0.0.1.36,1.117.0.0,Directed
0.0.1.36,1.117.0.0,Directed
0.0.1.37,1.63.0.0,Directed
0.0.1.37,1.63.0.0,Directed
0.0.1.38,1.109.0.0,Directed
0.0.1.38,1.109.0.0,Directed
0.0.1.39,1.83.0.0,Directed
0.0.1.39,1.83.0.0,Directed
0.0.1.4,1.91.0.0,Directed
0.0.1.4,1.91.0.0,Directed
0.0.1.40,1.35.0.0,Directed
0.0.1.40,1.35.0.0,Directed
0.0.1.41,1.105.0.0,Directed
0.0.1.41,1.105.0.0,Directed
0.0.1.42,1.45.0.0,Directed
0.0.1.42,1.45.0.0,Directed
0.0.1.43,1.99.0.0,Directed
0.0.1.43,1.99.0.0,Directed
0.0.1.44,1.55.0.0,Directed
0.0.1.44,1.55.0.0,Directed
0.0.1.45,1.115.0.0,Directed
0.0.1.45,1.115.0.0,Directed
0.0.1.46,1.127.0.0,Directed
0.0.1.46,1.127.0.0,Directed
0.0.1.47,1.103.0.0,Directed
0.0.1.47,1.103.0.0,Directed
0.0.1.48,1.93.0.0,Directed
0.0.1.48,1.93.0.0,Directed
0.0.1.49,1.65.0.0,Directed
0.0.1.49,1.65.0.0,Directed
0.0.1.5,1.83.0.0,Directed
0.0.1.5,1.83.0.0,Directed
0.0.1.50,1.85.0.0,Directed
0.0.1.50,1.85.0.0,Directed
0.0.1.51,1.47.0.0,Directed
0.0.1.51,1.47.0.0,Directed
0.0.1.52,1.117.0.0,Directed
0.0.1.52,1.117.0.0,Directed
0.0.1.53,1.115.0.0,Directed
0.0.1.53,1.115.0.0,Directed
0.0.1.54,1.57.0.0,Directed
0.0.1.54,1.57.0.0,Directed
0.0.1.55,1.95.0.0,Directed
0.0.1.55,1.95.0.0,Directed
0.0.1.56,1.109.0.0,Directed
0.0.1.56,1.109.0.0,Directed
0.0.1.57,1.67.0.0,Directed
0.0.1.57,1.67.0.0,Directed
0.0.1.58,1.49.0.0,Directed
0.0.1.58,1.49.0.0,Directed
0.0.1.59,1.119.0.0,Directed
0.0.1.59,1.119.0.0,Directed
0.0.1.6,1.73.0.0,Directed
0.0.1.6,1.73.0.0,Directed
0.0.1.60,1.107.0.0,Directed
0.0.1.60,1.107.0.0,Directed
0.0.1.61,1.119.0.0,Directed
0.0.1.61,1.119.0.0,Directed
0.0.1.62,1.39.0.0,Directed
0.0.1.62,1.39.0.0,Directed
0.0.1.63,1.35.0.0,Directed
0.0.1.63,1.35.0.0,Directed
0.0.1.64,1.97.0.0,Directed
0.0.1.64,1.97.0.0,Directed
0.0.1.65,1.41.0.0,Directed
0.0.1.65,1.41.0.0,Directed
0.0.1.66,1.121.0.0,Directed
0.0.1.66,1.121.0.0,Directed
0.0.1.67,1.121.0.0,Directed
0.0.1.67,1.121.0.0,Directed
0.0.1.68,1.79.0.0,Directed
0.0.1.68,1.79.0.0,Directed
0.0.1.69,1.51.0.0,Directed
0.0.1.69,1.51.0.0,Directed
0.0.1.7,1.25.0.0,Directed
0.0.1.7,1.25.0.0,Directed
0.0.1.70,1.45.0.0,Directed
0.0.1.70,1.45.0.0,Directed
0.0.1.71,1.61.0.0,Directed
0.0.1.71,1.61.0.0,Directed
0.0.1.72,1.101.0.0,Directed
0.0.1.72,1.101.0.0,Directed
0.0.1.73,1.53.0.0,Directed
0.0.1.73,1.53.0.0,Directed
0.0.1.74,1.119.0.0,Directed
0.0.1.74,1.119.0.0,Directed
0.0.1.75,1.101.0.0,Directed
0.0.1.75,1.101.0.0,Directed
0.0.1.76,1.63.0.0,Directed
0.0.1.76,1.63.0.0,Directed
0.0.1.77,1.83.0.0,Directed
0.0.1.77,1.83.0.0,Directed
0.0.1.78,1.73.0.0,Directed
0.0.1.78,1.73.0.0,Directed
0.0.1.79,1.55.0.0,Directed
0.0.1.79,1.55.0.0,Directed
0.0.1.8,1.93.0.0,Directed
0.0.1.8,1.93.0.0,Directed
0.0.1.80,1.115.0.0,Directed
0.0.1.80,1.115.0.0,Directed
0.0.1.81,1.103.0.0,Directed
0.0.1.81,1.103.0.0,Directed
0.0.1.82,1.127.0.0,Directed
0.0.1.82,1.127.0.0,Directed
0.0.1.83,1.85.0.0,Directed
0.0.1.83,1.85.0.0,Directed
0.0.1.84,1.57.0.0,Directed
0.0.1.84,1.57.0.0,Directed
0.0.1.85,1.75.0.0,Directed
0.0.1.85,1.75.0.0,Directed
0.0.1.86,1.109.0.0,Directed
0.0.1.86,1.109.0.0,Directed
0.0.1.87,1.67.0.0,Directed
0.0.1.87,1.67.0.0,Directed
0.0.1.88,1.109.0.0,Directed
0.0.1.88,1.109.0.0,Directed
0.0.1.89,1.127.0.0,Directed
0.0.1.89,1.127.0.0,Directed
0.0.1.9,1.65.0.0,Directed
0.0.1.9,1.65.0.0,Directed
0.0.1.90,1.111.0.0,Directed
0.0.1.90,1.111.0.0,Directed
0.0.1.91,1.59.0.0,Directed
0.0.1.91,1.59.0.0,Directed
0.0.1.92,1.107.0.0,Directed
0.0.1.92,1.107.0.0,Directed
0.0.1.93,1.121.0.0,Directed
0.0.1.93,1.121.0.0,Directed
0.0.1.94,1.69.0.0,Directed
0.0.1.94,1.69.0.0,Directed
0.0.1.95,1.109.0.0,Directed
0.0.1.95,1.109.0.0,Directed
0.0.1.96,1.51.0.0,Directed
0.0.1.96,1.51.0.0,Directed
0.0.1.97,1.89.0.0,Directed
0.0.1.97,1.89.0.0,Directed
0.0.1.98,1.61.0.0,Directed
0.0.1.98,1.61.0.0,Directed
0.0.1.99,1.87.0.0,Directed
0.0.1.99,1.87.0.0,Directed
0.0.10.100,1.212.0.0,Directed
0.0.10.100,1.212.0.0,Directed
0.0.10.106,1.217.0.0,Directed
0.0.10.106,1.217.0.0,Directed
0.0.10.110,1.222.0.0,Directed
0.0.10.110,1.222.0.0,Directed
0.0.10.114,1.227.0.0,Directed
0.0.10.114,1.227.0.0,Directed
0.0.10.119,1.232.0.0,Directed
0.0.10.119,1.232.0.0,Directed
0.0.10.125,1.242.0.0,Directed
0.0.10.125,1.242.0.0,Directed
0.0.10.132,1.1.1.0,Directed
0.0.10.132,1.1.1.0,Directed
0.0.10.148,1.26.1.0,Directed
0.0.10.148,1.26.1.0,Directed
0.0.10.149,1.36.1.0,Directed
0.0.10.149,1.36.1.0,Directed
0.0.10.155,1.41.1.0,Directed
0.0.10.155,1.41.1.0,Directed
0.0.10.158,1.46.1.0,Directed
0.0.10.158,1.46.1.0,Directed
0.0.10.169,1.33.0.0,Directed
0.0.10.169,1.33.0.0,Directed
0.0.10.17,1.97.0.0,Directed
0.0.10.17,1.97.0.0,Directed
0.0.10.178,1.71.1.0,Directed
0.0.10.178,1.71.1.0,Directed
0.0.10.185,1.43.0.0,Directed
0.0.10.185,1.43.0.0,Directed
0.0.10.192,1.81.1.0,Directed
0.0.10.192,1.81.1.0,Directed
0.0.10.193,1.86.1.0,Directed
0.0.10.193,1.86.1.0,Directed
0.0.10.202,1.66.1.0,Directed
0.0.10.202,1.8.1.0,Directed
0.0.10.202,1.66.1.0,Directed
0.0.10.202,1.8.1.0,Directed
0.0.10.220,1.83.0.0,Directed
0.0.10.220,1.83.0.0,Directed
0.0.10.241,1.103.0.0,Directed
0.0.10.241,1.103.0.0,Directed
0.0.10.251,1.93.0.0,Directed
0.0.10.251,1.93.0.0,Directed
0.0.10.28,1.107.0.0,Directed
0.0.10.28,1.107.0.0,Directed
0.0.10.30,1.117.0.0,Directed
0.0.10.30,1.117.0.0,Directed
0.0.10.41,1.127.0.0,Directed
0.0.10.41,1.127.0.0,Directed
0.0.10.50,1.247.0.0,Directed
0.0.10.50,1.247.0.0,Directed
0.0.10.89,1.197.0.0,Directed
0.0.10.89,1.197.0.0,Directed
0.0.10.96,1.202.0.0,Directed
0.0.10.96,1.202.0.0,Directed
0.0.10.97,1.192.0.0,Directed
0.0.10.97,1.192.0.0,Directed
0.0.10.98,1.207.0.0,Directed
0.0.10.98,1.207.0.0,Directed
0.0.100.227,1.192.0.0,Directed
0.0.11.101,1.17.1.0,Directed
0.0.11.101,1.17.1.0,Directed
0.0.11.112,1.27.1.0,Directed
0.0.11.112,1.27.1.0,Directed
0.0.11.115,1.9.0.0,Directed
0.0.11.115,1.9.0.0,Directed
0.0.11.117,1.23.0.0,Directed
0.0.11.117,1.23.0.0,Directed
0.0.11.120,1.37.1.0,Directed
0.0.11.120,1.37.1.0,Directed
0.0.11.123,1.47.1.0,Directed
0.0.11.123,1.47.1.0,Directed
0.0.11.124,1.19.0.0,Directed
0.0.11.124,1.19.0.0,Directed
0.0.11.133,1.62.1.0,Directed
0.0.11.133,1.62.1.0,Directed
0.0.11.143,1.57.1.0,Directed
0.0.11.143,1.57.1.0,Directed
0.0.11.158,1.82.1.0,Directed
0.0.11.158,1.82.1.0,Directed
0.0.11.161,1.87.1.0,Directed
0.0.11.161,1.87.1.0,Directed
0.0.11.164,1.49.0.0,Directed
0.0.11.164,1.49.0.0,Directed
0.0.11.170,1.77.1.0,Directed
0.0.11.170,1.77.1.0,Directed
0.0.11.172,1.59.0.0,Directed
0.0.11.172,1.59.0.0,Directed
0.0.11.184,1.69.0.0,Directed
0.0.11.184,1.69.0.0,Directed
0.0.11.203,1.89.0.0,Directed
0.0.11.203,1.89.0.0,Directed
0.0.11.213,1.99.0.0,Directed
0.0.11.213,1.99.0.0,Directed
0.0.11.226,1.119.0.0,Directed
0.0.11.226,1.119.0.0,Directed
0.0.11.5,1.128.0.0,Directed
0.0.11.5,1.128.0.0,Directed
0.0.11.55,1.198.0.0,Directed
0.0.11.55,1.198.0.0,Directed
0.0.11.56,1.203.0.0,Directed
0.0.11.56,1.203.0.0,Directed
0.0.11.61,1.208.0.0,Directed
0.0.11.61,1.208.0.0,Directed
0.0.11.62,1.213.0.0,Directed
0.0.11.62,1.213.0.0,Directed
0.0.11.69,1.218.0.0,Directed
0.0.11.69,1.218.0.0,Directed
0.0.11.70,1.223.0.0,Directed
0.0.11.70,1.223.0.0,Directed
0.0.11.97,1.7.1.0,Directed
0.0.11.97,1.7.1.0,Directed
0.0.11.99,1.2.1.0,Directed
0.0.11.99,1.2.1.0,Directed
0.0.111.130,1.234.0.0,Directed
0.0.12.108,1.38.1.0,Directed
0.0.12.108,1.38.1.0,Directed
0.0.12.116,1.58.1.0,Directed
0.0.12.116,1.58.1.0,Directed
0.0.12.118,1.53.1.0,Directed
0.0.12.118,1.53.1.0,Directed
0.0.12.121,1.15.0.0,Directed
0.0.12.121,1.15.0.0,Directed
0.0.12.123,1.35.0.0,Directed
0.0.12.123,1.35.0.0,Directed
0.0.12.138,1.73.1.0,Directed
0.0.12.138,1.73.1.0,Directed
0.0.12.141,1.78.1.0,Directed
0.0.12.141,1.78.1.0,Directed
0.0.12.143,1.88.1.0,Directed
0.0.12.143,1.88.1.0,Directed
0.0.12.147,1.83.1.0,Directed
0.0.12.147,1.83.1.0,Directed
0.0.12.151,1.45.0.0,Directed
0.0.12.151,1.45.0.0,Directed
0.0.12.152,1.55.0.0,Directed
0.0.12.152,1.55.0.0,Directed
0.0.12.180,1.85.0.0,Directed
0.0.12.180,1.85.0.0,Directed
0.0.12.185,1.95.0.0,Directed
0.0.12.185,1.95.0.0,Directed
0.0.12.203,1.115.0.0,Directed
0.0.12.203,1.115.0.0,Directed
0.0.12.25,1.199.0.0,Directed
0.0.12.25,1.199.0.0,Directed
0.0.12.31,1.204.0.0,Directed
0.0.12.31,1.204.0.0,Directed
0.0.12.34,1.214.0.0,Directed
0.0.12.34,1.214.0.0,Directed
0.0.12.38,1.219.0.0,Directed
0.0.12.38,1.219.0.0,Directed
0.0.12.49,1.209.0.0,Directed
0.0.12.49,1.209.0.0,Directed
0.0.12.52,1.229.0.0,Directed
0.0.12.52,1.229.0.0,Directed
0.0.12.57,1.239.0.0,Directed
0.0.12.57,1.239.0.0,Directed
0.0.12.66,1.249.0.0,Directed
0.0.12.66,1.249.0.0,Directed
0.0.12.96,1.28.1.0,Directed
0.0.12.96,1.28.1.0,Directed
0.0.12.97,1.33.1.0,Directed
0.0.12.97,1.33.1.0,Directed
0.0.126.162,1.67.1.0,Directed
0.0.13.108,1.59.1.0,Directed
0.0.13.108,1.59.1.0,Directed
0.0.13.110,1.44.1.0,Directed
0.0.13.110,1.44.1.0,Directed
0.0.13.116,1.250.0.0,Directed
0.0.13.116,1.250.0.0,Directed
0.0.13.120,1.74.1.0,Directed
0.0.13.120,1.74.1.0,Directed
0.0.13.133,1.79.1.0,Directed
0.0.13.133,1.79.1.0,Directed
0.0.13.16,1.200.0.0,Directed
0.0.13.16,1.200.0.0,Directed
0.0.13.23,1.205.0.0,Directed
0.0.13.23,1.205.0.0,Directed
0.0.13.250,1.84.1.0,Directed
0.0.13.250,1.84.1.0,Directed
0.0.13.28,1.215.0.0,Directed
0.0.13.28,1.215.0.0,Directed
0.0.13.32,1.220.0.0,Directed
0.0.13.32,1.220.0.0,Directed
0.0.13.38,1.230.0.0,Directed
0.0.13.38,1.230.0.0,Directed
0.0.13.39,1.210.0.0,Directed
0.0.13.39,1.210.0.0,Directed
0.0.13.62,1.245.0.0,Directed
0.0.13.62,1.245.0.0,Directed
0.0.13.66,1.255.0.0,Directed
0.0.13.66,1.255.0.0,Directed
0.0.13.70,1.4.1.0,Directed
0.0.13.70,1.4.1.0,Directed
0.0.13.78,1.9.1.0,Directed
0.0.13.78,1.9.1.0,Directed
0.0.13.87,1.19.1.0,Directed
0.0.13.87,1.19.1.0,Directed
0.0.13.88,1.29.1.0,Directed
0.0.13.88,1.29.1.0,Directed
0.0.13.95,1.49.1.0,Directed
0.0.13.95,1.49.1.0,Directed
0.0.134.247,1.117.0.0,Directed
0.0.136.101,1.20.9.21,Directed
0.0.14.232,1.65.0.0,Directed
0.0.14.232,1.65.0.0,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.34.212.204,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
0.0.154.38,1.18.49.208,Directed
